FID	IID	TraitID	TraitName	Pop	PGS	Population	SuperPop
HG03809	HG03809	ieu-b-4843	HDL	SAS	262.298	BEB	SAS
HG03812	HG03812	ieu-b-4843	HDL	SAS	100.67	BEB	SAS
HG03814	HG03814	ieu-b-4843	HDL	SAS	148.762	BEB	SAS
HG03815	HG03815	ieu-b-4843	HDL	SAS	170.048	BEB	SAS
HG03817	HG03817	ieu-b-4843	HDL	SAS	291.631	BEB	SAS
HG03821	HG03821	ieu-b-4843	HDL	SAS	109.475	BEB	SAS
HG03823	HG03823	ieu-b-4843	HDL	SAS	-5.7145	BEB	SAS
HG03824	HG03824	ieu-b-4843	HDL	SAS	66.4488	BEB	SAS
HG03826	HG03826	ieu-b-4843	HDL	SAS	181.376	BEB	SAS
HG03829	HG03829	ieu-b-4843	HDL	SAS	31.734	BEB	SAS
HG03830	HG03830	ieu-b-4843	HDL	SAS	-61.6144	BEB	SAS
HG03832	HG03832	ieu-b-4843	HDL	SAS	158.006	BEB	SAS
HG03833	HG03833	ieu-b-4843	HDL	SAS	337.487	BEB	SAS
HG03836	HG03836	ieu-b-4843	HDL	SAS	115.102	STU	SAS
HG03837	HG03837	ieu-b-4843	HDL	SAS	285.868	STU	SAS
HG03838	HG03838	ieu-b-4843	HDL	SAS	205.237	STU	SAS
HG03844	HG03844	ieu-b-4843	HDL	SAS	89.3663	STU	SAS
HG03846	HG03846	ieu-b-4843	HDL	SAS	177.255	STU	SAS
HG03848	HG03848	ieu-b-4843	HDL	SAS	254.218	STU	SAS
HG03849	HG03849	ieu-b-4843	HDL	SAS	407.432	STU	SAS
HG03850	HG03850	ieu-b-4843	HDL	SAS	33.1844	STU	SAS
HG03851	HG03851	ieu-b-4843	HDL	SAS	143.246	STU	SAS
HG03854	HG03854	ieu-b-4843	HDL	SAS	328.185	STU	SAS
HG03856	HG03856	ieu-b-4843	HDL	SAS	30.7411	STU	SAS
HG03857	HG03857	ieu-b-4843	HDL	SAS	285.028	STU	SAS
HG03858	HG03858	ieu-b-4843	HDL	SAS	373.496	STU	SAS
HG03861	HG03861	ieu-b-4843	HDL	SAS	55.5638	ITU	SAS
HG03862	HG03862	ieu-b-4843	HDL	SAS	78.6381	ITU	SAS
HG03863	HG03863	ieu-b-4843	HDL	SAS	-20.6068	ITU	SAS
HG03864	HG03864	ieu-b-4843	HDL	SAS	240.982	ITU	SAS
HG03866	HG03866	ieu-b-4843	HDL	SAS	43.8131	ITU	SAS
HG03867	HG03867	ieu-b-4843	HDL	SAS	216.392	ITU	SAS
HG03868	HG03868	ieu-b-4843	HDL	SAS	227.661	ITU	SAS
HG03869	HG03869	ieu-b-4843	HDL	SAS	133.955	ITU	SAS
HG03870	HG03870	ieu-b-4843	HDL	SAS	104.443	ITU	SAS
HG03871	HG03871	ieu-b-4843	HDL	SAS	86.4485	ITU	SAS
HG03872	HG03872	ieu-b-4843	HDL	SAS	186.141	ITU	SAS
HG03873	HG03873	ieu-b-4843	HDL	SAS	-42.9255	ITU	SAS
HG03874	HG03874	ieu-b-4843	HDL	SAS	179.543	ITU	SAS
HG03875	HG03875	ieu-b-4843	HDL	SAS	-73.6693	ITU	SAS
HG03882	HG03882	ieu-b-4843	HDL	SAS	-45.2134	ITU	SAS
HG03884	HG03884	ieu-b-4843	HDL	SAS	376.953	STU	SAS
HG03885	HG03885	ieu-b-4843	HDL	SAS	-105.861	STU	SAS
HG03886	HG03886	ieu-b-4843	HDL	SAS	146.751	STU	SAS
HG03887	HG03887	ieu-b-4843	HDL	SAS	201.693	STU	SAS
HG03888	HG03888	ieu-b-4843	HDL	SAS	427.091	STU	SAS
HG03890	HG03890	ieu-b-4843	HDL	SAS	285.962	STU	SAS
HG03894	HG03894	ieu-b-4843	HDL	SAS	-88.7587	STU	SAS
HG03895	HG03895	ieu-b-4843	HDL	SAS	267.899	STU	SAS
HG03896	HG03896	ieu-b-4843	HDL	SAS	-11.0634	STU	SAS
HG03897	HG03897	ieu-b-4843	HDL	SAS	154.975	STU	SAS
HG03898	HG03898	ieu-b-4843	HDL	SAS	309.443	STU	SAS
HG03899	HG03899	ieu-b-4843	HDL	SAS	87.9763	STU	SAS
HG03900	HG03900	ieu-b-4843	HDL	SAS	142.73	STU	SAS
HG03902	HG03902	ieu-b-4843	HDL	SAS	169.341	BEB	SAS
HG03905	HG03905	ieu-b-4843	HDL	SAS	273.014	BEB	SAS
HG03907	HG03907	ieu-b-4843	HDL	SAS	80.0647	BEB	SAS
HG03908	HG03908	ieu-b-4843	HDL	SAS	125.547	BEB	SAS
HG03910	HG03910	ieu-b-4843	HDL	SAS	-115.36	BEB	SAS
HG03911	HG03911	ieu-b-4843	HDL	SAS	57.5413	BEB	SAS
HG03913	HG03913	ieu-b-4843	HDL	SAS	-10.5002	BEB	SAS
HG03914	HG03914	ieu-b-4843	HDL	SAS	24.7189	BEB	SAS
HG03916	HG03916	ieu-b-4843	HDL	SAS	180.071	BEB	SAS
HG03917	HG03917	ieu-b-4843	HDL	SAS	449.875	BEB	SAS
HG03919	HG03919	ieu-b-4843	HDL	SAS	48.2854	BEB	SAS
HG03920	HG03920	ieu-b-4843	HDL	SAS	366.098	BEB	SAS
HG03922	HG03922	ieu-b-4843	HDL	SAS	17.3327	BEB	SAS
HG03925	HG03925	ieu-b-4843	HDL	SAS	320.468	BEB	SAS
HG03926	HG03926	ieu-b-4843	HDL	SAS	234.47	BEB	SAS
HG03928	HG03928	ieu-b-4843	HDL	SAS	207.303	BEB	SAS
HG03931	HG03931	ieu-b-4843	HDL	SAS	-78.2463	BEB	SAS
HG03934	HG03934	ieu-b-4843	HDL	SAS	161.023	BEB	SAS
HG03937	HG03937	ieu-b-4843	HDL	SAS	135.524	BEB	SAS
HG03940	HG03940	ieu-b-4843	HDL	SAS	137.965	BEB	SAS
HG03941	HG03941	ieu-b-4843	HDL	SAS	316.068	BEB	SAS
HG03943	HG03943	ieu-b-4843	HDL	SAS	202.073	STU	SAS
HG03944	HG03944	ieu-b-4843	HDL	SAS	1.00282	STU	SAS
HG03945	HG03945	ieu-b-4843	HDL	SAS	39.9549	STU	SAS
HG03947	HG03947	ieu-b-4843	HDL	SAS	289.858	STU	SAS
HG03949	HG03949	ieu-b-4843	HDL	SAS	223.122	STU	SAS
HG03950	HG03950	ieu-b-4843	HDL	SAS	190.948	STU	SAS
HG03951	HG03951	ieu-b-4843	HDL	SAS	171.309	STU	SAS
HG03953	HG03953	ieu-b-4843	HDL	SAS	22.3	STU	SAS
HG03955	HG03955	ieu-b-4843	HDL	SAS	34.6762	STU	SAS
HG03960	HG03960	ieu-b-4843	HDL	SAS	153.209	ITU	SAS
HG03963	HG03963	ieu-b-4843	HDL	SAS	-33.0149	ITU	SAS
HG03965	HG03965	ieu-b-4843	HDL	SAS	234.084	ITU	SAS
HG03967	HG03967	ieu-b-4843	HDL	SAS	171.588	ITU	SAS
HG03968	HG03968	ieu-b-4843	HDL	SAS	144.131	ITU	SAS
HG03969	HG03969	ieu-b-4843	HDL	SAS	246.684	ITU	SAS
HG03971	HG03971	ieu-b-4843	HDL	SAS	368.405	ITU	SAS
HG03973	HG03973	ieu-b-4843	HDL	SAS	81.9799	ITU	SAS
HG03974	HG03974	ieu-b-4843	HDL	SAS	56.3514	ITU	SAS
HG03976	HG03976	ieu-b-4843	HDL	SAS	152.952	ITU	SAS
HG03977	HG03977	ieu-b-4843	HDL	SAS	92.7301	ITU	SAS
HG03978	HG03978	ieu-b-4843	HDL	SAS	91.8327	ITU	SAS
HG03985	HG03985	ieu-b-4843	HDL	SAS	75.2404	STU	SAS
HG03986	HG03986	ieu-b-4843	HDL	SAS	-40.8081	STU	SAS
HG03989	HG03989	ieu-b-4843	HDL	SAS	142.443	STU	SAS
HG03990	HG03990	ieu-b-4843	HDL	SAS	19.3977	STU	SAS
HG03991	HG03991	ieu-b-4843	HDL	SAS	255.801	STU	SAS
HG03995	HG03995	ieu-b-4843	HDL	SAS	186.759	STU	SAS
HG03998	HG03998	ieu-b-4843	HDL	SAS	108.143	STU	SAS
HG03999	HG03999	ieu-b-4843	HDL	SAS	-77.9728	STU	SAS
HG04001	HG04001	ieu-b-4843	HDL	SAS	97.7436	ITU	SAS
HG04002	HG04002	ieu-b-4843	HDL	SAS	-62.7463	ITU	SAS
HG04003	HG04003	ieu-b-4843	HDL	SAS	53.2975	STU	SAS
HG04006	HG04006	ieu-b-4843	HDL	SAS	381.759	STU	SAS
HG04014	HG04014	ieu-b-4843	HDL	SAS	255.735	ITU	SAS
HG04015	HG04015	ieu-b-4843	HDL	SAS	174.592	ITU	SAS
HG04017	HG04017	ieu-b-4843	HDL	SAS	-28.2259	ITU	SAS
HG04018	HG04018	ieu-b-4843	HDL	SAS	288.607	ITU	SAS
HG04019	HG04019	ieu-b-4843	HDL	SAS	204.584	ITU	SAS
HG04020	HG04020	ieu-b-4843	HDL	SAS	-4.56361	ITU	SAS
HG04022	HG04022	ieu-b-4843	HDL	SAS	201.463	ITU	SAS
HG04023	HG04023	ieu-b-4843	HDL	SAS	197.755	ITU	SAS
HG04025	HG04025	ieu-b-4843	HDL	SAS	206.071	ITU	SAS
HG04026	HG04026	ieu-b-4843	HDL	SAS	-36.8343	ITU	SAS
HG04029	HG04029	ieu-b-4843	HDL	SAS	307.476	STU	SAS
HG04033	HG04033	ieu-b-4843	HDL	SAS	164.812	STU	SAS
HG04035	HG04035	ieu-b-4843	HDL	SAS	22.7888	STU	SAS
HG04038	HG04038	ieu-b-4843	HDL	SAS	23.2063	STU	SAS
HG04039	HG04039	ieu-b-4843	HDL	SAS	-24.6518	STU	SAS
HG04042	HG04042	ieu-b-4843	HDL	SAS	35.7712	STU	SAS
HG04047	HG04047	ieu-b-4843	HDL	SAS	235.434	STU	SAS
HG04054	HG04054	ieu-b-4843	HDL	SAS	256.125	ITU	SAS
HG04056	HG04056	ieu-b-4843	HDL	SAS	368.838	ITU	SAS
HG04059	HG04059	ieu-b-4843	HDL	SAS	75.2527	ITU	SAS
HG04060	HG04060	ieu-b-4843	HDL	SAS	188.779	ITU	SAS
HG04061	HG04061	ieu-b-4843	HDL	SAS	314.542	ITU	SAS
HG04062	HG04062	ieu-b-4843	HDL	SAS	208.503	ITU	SAS
HG04063	HG04063	ieu-b-4843	HDL	SAS	79.6259	ITU	SAS
HG04070	HG04070	ieu-b-4843	HDL	SAS	436.946	ITU	SAS
HG04075	HG04075	ieu-b-4843	HDL	SAS	178.482	STU	SAS
HG04076	HG04076	ieu-b-4843	HDL	SAS	205.543	ITU	SAS
HG04080	HG04080	ieu-b-4843	HDL	SAS	259.087	ITU	SAS
HG04090	HG04090	ieu-b-4843	HDL	SAS	188.451	ITU	SAS
HG04093	HG04093	ieu-b-4843	HDL	SAS	-69.5541	ITU	SAS
HG04094	HG04094	ieu-b-4843	HDL	SAS	51.4376	ITU	SAS
HG04096	HG04096	ieu-b-4843	HDL	SAS	-134.88	ITU	SAS
HG04098	HG04098	ieu-b-4843	HDL	SAS	128.153	ITU	SAS
HG04099	HG04099	ieu-b-4843	HDL	SAS	-45.0777	STU	SAS
HG04100	HG04100	ieu-b-4843	HDL	SAS	138.045	STU	SAS
HG04106	HG04106	ieu-b-4843	HDL	SAS	110.03	STU	SAS
HG04107	HG04107	ieu-b-4843	HDL	SAS	258.78	STU	SAS
HG04118	HG04118	ieu-b-4843	HDL	SAS	115.557	ITU	SAS
HG04131	HG04131	ieu-b-4843	HDL	SAS	130.277	BEB	SAS
HG04134	HG04134	ieu-b-4843	HDL	SAS	201.131	BEB	SAS
HG04140	HG04140	ieu-b-4843	HDL	SAS	-75.7246	BEB	SAS
HG04141	HG04141	ieu-b-4843	HDL	SAS	47.299	BEB	SAS
HG04144	HG04144	ieu-b-4843	HDL	SAS	327.32	BEB	SAS
HG04146	HG04146	ieu-b-4843	HDL	SAS	-43.9735	BEB	SAS
HG04152	HG04152	ieu-b-4843	HDL	SAS	-310.282	BEB	SAS
HG04153	HG04153	ieu-b-4843	HDL	SAS	48.78	BEB	SAS
HG04155	HG04155	ieu-b-4843	HDL	SAS	71.5184	BEB	SAS
HG04156	HG04156	ieu-b-4843	HDL	SAS	109.322	BEB	SAS
HG04158	HG04158	ieu-b-4843	HDL	SAS	64.7441	BEB	SAS
HG04159	HG04159	ieu-b-4843	HDL	SAS	224.154	BEB	SAS
HG04161	HG04161	ieu-b-4843	HDL	SAS	221.482	BEB	SAS
HG04162	HG04162	ieu-b-4843	HDL	SAS	84.7374	BEB	SAS
HG04164	HG04164	ieu-b-4843	HDL	SAS	79.083	BEB	SAS
HG04171	HG04171	ieu-b-4843	HDL	SAS	343.538	BEB	SAS
HG04173	HG04173	ieu-b-4843	HDL	SAS	49.6604	BEB	SAS
HG04176	HG04176	ieu-b-4843	HDL	SAS	-32.9132	BEB	SAS
HG04177	HG04177	ieu-b-4843	HDL	SAS	316.636	BEB	SAS
HG04180	HG04180	ieu-b-4843	HDL	SAS	73.9999	BEB	SAS
HG04182	HG04182	ieu-b-4843	HDL	SAS	194.14	BEB	SAS
HG04183	HG04183	ieu-b-4843	HDL	SAS	8.46421	BEB	SAS
HG04185	HG04185	ieu-b-4843	HDL	SAS	112.501	BEB	SAS
HG04186	HG04186	ieu-b-4843	HDL	SAS	149.119	BEB	SAS
HG04188	HG04188	ieu-b-4843	HDL	SAS	-96.2393	BEB	SAS
HG04189	HG04189	ieu-b-4843	HDL	SAS	152.806	BEB	SAS
HG04194	HG04194	ieu-b-4843	HDL	SAS	90.7707	BEB	SAS
HG04195	HG04195	ieu-b-4843	HDL	SAS	-105.089	BEB	SAS
HG04198	HG04198	ieu-b-4843	HDL	SAS	218.926	ITU	SAS
HG04200	HG04200	ieu-b-4843	HDL	SAS	385.343	ITU	SAS
HG04202	HG04202	ieu-b-4843	HDL	SAS	107.13	ITU	SAS
HG04206	HG04206	ieu-b-4843	HDL	SAS	-15.4481	ITU	SAS
HG04209	HG04209	ieu-b-4843	HDL	SAS	270.24	ITU	SAS
HG04210	HG04210	ieu-b-4843	HDL	SAS	150.842	STU	SAS
HG04211	HG04211	ieu-b-4843	HDL	SAS	330.488	ITU	SAS
HG04212	HG04212	ieu-b-4843	HDL	SAS	143.671	ITU	SAS
HG04214	HG04214	ieu-b-4843	HDL	SAS	-33.0929	ITU	SAS
HG04216	HG04216	ieu-b-4843	HDL	SAS	155.516	ITU	SAS
HG04219	HG04219	ieu-b-4843	HDL	SAS	266.447	ITU	SAS
HG04222	HG04222	ieu-b-4843	HDL	SAS	240.647	ITU	SAS
HG04225	HG04225	ieu-b-4843	HDL	SAS	195.495	ITU	SAS
HG04227	HG04227	ieu-b-4843	HDL	SAS	273.031	STU	SAS
HG04229	HG04229	ieu-b-4843	HDL	SAS	238.413	STU	SAS
HG04235	HG04235	ieu-b-4843	HDL	SAS	168.518	ITU	SAS
HG04238	HG04238	ieu-b-4843	HDL	SAS	240.463	ITU	SAS
HG04239	HG04239	ieu-b-4843	HDL	SAS	77.4645	ITU	SAS
NA20845	NA20845	ieu-b-4843	HDL	SAS	229.938	GIH	SAS
NA20846	NA20846	ieu-b-4843	HDL	SAS	5.61495	GIH	SAS
NA20847	NA20847	ieu-b-4843	HDL	SAS	-27.6764	GIH	SAS
NA20849	NA20849	ieu-b-4843	HDL	SAS	33.8797	GIH	SAS
NA20850	NA20850	ieu-b-4843	HDL	SAS	-168.144	GIH	SAS
NA20851	NA20851	ieu-b-4843	HDL	SAS	149.564	GIH	SAS
NA20852	NA20852	ieu-b-4843	HDL	SAS	130.285	GIH	SAS
NA20853	NA20853	ieu-b-4843	HDL	SAS	63.2057	GIH	SAS
NA20854	NA20854	ieu-b-4843	HDL	SAS	330.188	GIH	SAS
NA20856	NA20856	ieu-b-4843	HDL	SAS	244.138	GIH	SAS
NA20858	NA20858	ieu-b-4843	HDL	SAS	28.2385	GIH	SAS
NA20859	NA20859	ieu-b-4843	HDL	SAS	272.831	GIH	SAS
NA20861	NA20861	ieu-b-4843	HDL	SAS	395.884	GIH	SAS
NA20862	NA20862	ieu-b-4843	HDL	SAS	-48.4829	GIH	SAS
NA20863	NA20863	ieu-b-4843	HDL	SAS	-23.9464	GIH	SAS
NA20864	NA20864	ieu-b-4843	HDL	SAS	36.1242	GIH	SAS
NA20866	NA20866	ieu-b-4843	HDL	SAS	453.075	GIH	SAS
NA20867	NA20867	ieu-b-4843	HDL	SAS	52.1983	GIH	SAS
NA20868	NA20868	ieu-b-4843	HDL	SAS	49.9691	GIH	SAS
NA20869	NA20869	ieu-b-4843	HDL	SAS	55.5856	GIH	SAS
NA20870	NA20870	ieu-b-4843	HDL	SAS	368.926	GIH	SAS
NA20872	NA20872	ieu-b-4843	HDL	SAS	149.102	GIH	SAS
NA20874	NA20874	ieu-b-4843	HDL	SAS	-53.944	GIH	SAS
NA20875	NA20875	ieu-b-4843	HDL	SAS	195.453	GIH	SAS
NA20876	NA20876	ieu-b-4843	HDL	SAS	94.6042	GIH	SAS
NA20877	NA20877	ieu-b-4843	HDL	SAS	-107.206	GIH	SAS
NA20878	NA20878	ieu-b-4843	HDL	SAS	42.8507	GIH	SAS
NA20881	NA20881	ieu-b-4843	HDL	SAS	348.121	GIH	SAS
NA20882	NA20882	ieu-b-4843	HDL	SAS	269.454	GIH	SAS
NA20884	NA20884	ieu-b-4843	HDL	SAS	105.964	GIH	SAS
NA20885	NA20885	ieu-b-4843	HDL	SAS	27.4651	GIH	SAS
NA20886	NA20886	ieu-b-4843	HDL	SAS	351.381	GIH	SAS
NA20887	NA20887	ieu-b-4843	HDL	SAS	139.86	GIH	SAS
NA20888	NA20888	ieu-b-4843	HDL	SAS	195.411	GIH	SAS
NA20889	NA20889	ieu-b-4843	HDL	SAS	348.262	GIH	SAS
NA20890	NA20890	ieu-b-4843	HDL	SAS	136.931	GIH	SAS
NA20891	NA20891	ieu-b-4843	HDL	SAS	157.731	GIH	SAS
NA20892	NA20892	ieu-b-4843	HDL	SAS	247.493	GIH	SAS
NA20894	NA20894	ieu-b-4843	HDL	SAS	291.745	GIH	SAS
NA20895	NA20895	ieu-b-4843	HDL	SAS	265.487	GIH	SAS
NA20896	NA20896	ieu-b-4843	HDL	SAS	135.886	GIH	SAS
NA20897	NA20897	ieu-b-4843	HDL	SAS	269.915	GIH	SAS
NA20899	NA20899	ieu-b-4843	HDL	SAS	158.081	GIH	SAS
NA20900	NA20900	ieu-b-4843	HDL	SAS	61.179	GIH	SAS
NA20901	NA20901	ieu-b-4843	HDL	SAS	185.171	GIH	SAS
NA20902	NA20902	ieu-b-4843	HDL	SAS	186.755	GIH	SAS
NA20903	NA20903	ieu-b-4843	HDL	SAS	79.8952	GIH	SAS
NA20904	NA20904	ieu-b-4843	HDL	SAS	61.0918	GIH	SAS
NA20905	NA20905	ieu-b-4843	HDL	SAS	107.419	GIH	SAS
NA20906	NA20906	ieu-b-4843	HDL	SAS	249.819	GIH	SAS
NA20908	NA20908	ieu-b-4843	HDL	SAS	175.25	GIH	SAS
NA20910	NA20910	ieu-b-4843	HDL	SAS	492.088	GIH	SAS
NA20911	NA20911	ieu-b-4843	HDL	SAS	25.2268	GIH	SAS
NA21086	NA21086	ieu-b-4843	HDL	SAS	353.684	GIH	SAS
NA21087	NA21087	ieu-b-4843	HDL	SAS	123.691	GIH	SAS
NA21088	NA21088	ieu-b-4843	HDL	SAS	207.802	GIH	SAS
NA21089	NA21089	ieu-b-4843	HDL	SAS	428.133	GIH	SAS
NA21090	NA21090	ieu-b-4843	HDL	SAS	83.2134	GIH	SAS
NA21091	NA21091	ieu-b-4843	HDL	SAS	41.608	GIH	SAS
NA21092	NA21092	ieu-b-4843	HDL	SAS	488.508	GIH	SAS
NA21093	NA21093	ieu-b-4843	HDL	SAS	254.42	GIH	SAS
NA21094	NA21094	ieu-b-4843	HDL	SAS	282.472	GIH	SAS
NA21095	NA21095	ieu-b-4843	HDL	SAS	4.3266	GIH	SAS
NA21097	NA21097	ieu-b-4843	HDL	SAS	92.7947	GIH	SAS
NA21098	NA21098	ieu-b-4843	HDL	SAS	133.326	GIH	SAS
NA21099	NA21099	ieu-b-4843	HDL	SAS	37.1387	GIH	SAS
NA21100	NA21100	ieu-b-4843	HDL	SAS	2.99617	GIH	SAS
NA21101	NA21101	ieu-b-4843	HDL	SAS	167.477	GIH	SAS
NA21102	NA21102	ieu-b-4843	HDL	SAS	432.695	GIH	SAS
NA21103	NA21103	ieu-b-4843	HDL	SAS	96.5784	GIH	SAS
NA21104	NA21104	ieu-b-4843	HDL	SAS	-124.186	GIH	SAS
NA21105	NA21105	ieu-b-4843	HDL	SAS	-195.476	GIH	SAS
NA21106	NA21106	ieu-b-4843	HDL	SAS	215.274	GIH	SAS
NA21107	NA21107	ieu-b-4843	HDL	SAS	246.81	GIH	SAS
NA21108	NA21108	ieu-b-4843	HDL	SAS	184.028	GIH	SAS
NA21109	NA21109	ieu-b-4843	HDL	SAS	258.183	GIH	SAS
NA21110	NA21110	ieu-b-4843	HDL	SAS	402.062	GIH	SAS
NA21111	NA21111	ieu-b-4843	HDL	SAS	133.629	GIH	SAS
NA21112	NA21112	ieu-b-4843	HDL	SAS	-65.2354	GIH	SAS
NA21113	NA21113	ieu-b-4843	HDL	SAS	59.9166	GIH	SAS
NA21114	NA21114	ieu-b-4843	HDL	SAS	237.524	GIH	SAS
NA21115	NA21115	ieu-b-4843	HDL	SAS	-50.128	GIH	SAS
NA21116	NA21116	ieu-b-4843	HDL	SAS	329.94	GIH	SAS
NA21117	NA21117	ieu-b-4843	HDL	SAS	-30.1839	GIH	SAS
NA21118	NA21118	ieu-b-4843	HDL	SAS	143.157	GIH	SAS
NA21119	NA21119	ieu-b-4843	HDL	SAS	212.353	GIH	SAS
NA21120	NA21120	ieu-b-4843	HDL	SAS	392.301	GIH	SAS
NA21122	NA21122	ieu-b-4843	HDL	SAS	-3.68775	GIH	SAS
NA21123	NA21123	ieu-b-4843	HDL	SAS	238.457	GIH	SAS
NA21124	NA21124	ieu-b-4843	HDL	SAS	229.652	GIH	SAS
NA21125	NA21125	ieu-b-4843	HDL	SAS	242.398	GIH	SAS
NA21126	NA21126	ieu-b-4843	HDL	SAS	241.075	GIH	SAS
NA21127	NA21127	ieu-b-4843	HDL	SAS	197.389	GIH	SAS
NA21128	NA21128	ieu-b-4843	HDL	SAS	335.557	GIH	SAS
NA21129	NA21129	ieu-b-4843	HDL	SAS	208.067	GIH	SAS
NA21130	NA21130	ieu-b-4843	HDL	SAS	97.1125	GIH	SAS
NA21133	NA21133	ieu-b-4843	HDL	SAS	107.464	GIH	SAS
NA21135	NA21135	ieu-b-4843	HDL	SAS	-3.46452	GIH	SAS
NA21137	NA21137	ieu-b-4843	HDL	SAS	42.671	GIH	SAS
NA21141	NA21141	ieu-b-4843	HDL	SAS	64.7887	GIH	SAS
NA21142	NA21142	ieu-b-4843	HDL	SAS	255.206	GIH	SAS
NA21143	NA21143	ieu-b-4843	HDL	SAS	92.8512	GIH	SAS
NA21144	NA21144	ieu-b-4843	HDL	SAS	-72.8672	GIH	SAS
HG01879	HG01879	ieu-b-4845	LDL	AFR	83.6096	ACB	AFR
HG01880	HG01880	ieu-b-4845	LDL	AFR	197.55	ACB	AFR
HG01882	HG01882	ieu-b-4845	LDL	AFR	-67.2203	ACB	AFR
HG01883	HG01883	ieu-b-4845	LDL	AFR	-3.14451	ACB	AFR
HG01885	HG01885	ieu-b-4845	LDL	AFR	60.416	ACB	AFR
HG01886	HG01886	ieu-b-4845	LDL	AFR	-101.289	ACB	AFR
HG01889	HG01889	ieu-b-4845	LDL	AFR	21.7228	ACB	AFR
HG01890	HG01890	ieu-b-4845	LDL	AFR	-23.9337	ACB	AFR
HG01894	HG01894	ieu-b-4845	LDL	AFR	46.1924	ACB	AFR
HG01896	HG01896	ieu-b-4845	LDL	AFR	-16.0901	ACB	AFR
HG01912	HG01912	ieu-b-4845	LDL	AFR	57.0513	ACB	AFR
HG01914	HG01914	ieu-b-4845	LDL	AFR	215.728	ACB	AFR
HG01915	HG01915	ieu-b-4845	LDL	AFR	95.3223	ACB	AFR
HG01956	HG01956	ieu-b-4845	LDL	AFR	67.4598	ACB	AFR
HG01958	HG01958	ieu-b-4845	LDL	AFR	51.1301	ACB	AFR
HG01985	HG01985	ieu-b-4845	LDL	AFR	-6.38167	ACB	AFR
HG01986	HG01986	ieu-b-4845	LDL	AFR	-143.011	ACB	AFR
HG01988	HG01988	ieu-b-4845	LDL	AFR	-68.4446	ACB	AFR
HG01989	HG01989	ieu-b-4845	LDL	AFR	102.27	ACB	AFR
HG01990	HG01990	ieu-b-4845	LDL	AFR	210.495	ACB	AFR
HG02009	HG02009	ieu-b-4845	LDL	AFR	-23.0713	ACB	AFR
HG02010	HG02010	ieu-b-4845	LDL	AFR	114.568	ACB	AFR
HG02012	HG02012	ieu-b-4845	LDL	AFR	-138.107	ACB	AFR
HG02013	HG02013	ieu-b-4845	LDL	AFR	-116.397	ACB	AFR
HG02014	HG02014	ieu-b-4845	LDL	AFR	260.284	ACB	AFR
HG02051	HG02051	ieu-b-4845	LDL	AFR	61.9485	ACB	AFR
HG02052	HG02052	ieu-b-4845	LDL	AFR	22.6644	ACB	AFR
HG02053	HG02053	ieu-b-4845	LDL	AFR	27.4063	ACB	AFR
HG02054	HG02054	ieu-b-4845	LDL	AFR	-5.45492	ACB	AFR
HG02095	HG02095	ieu-b-4845	LDL	AFR	-86.4073	ACB	AFR
HG02107	HG02107	ieu-b-4845	LDL	AFR	-67.4278	ACB	AFR
HG02108	HG02108	ieu-b-4845	LDL	AFR	-48.3963	ACB	AFR
HG02111	HG02111	ieu-b-4845	LDL	AFR	101.226	ACB	AFR
HG02143	HG02143	ieu-b-4845	LDL	AFR	147.758	ACB	AFR
HG02144	HG02144	ieu-b-4845	LDL	AFR	121.652	ACB	AFR
HG02255	HG02255	ieu-b-4845	LDL	AFR	149.219	ACB	AFR
HG02256	HG02256	ieu-b-4845	LDL	AFR	-134.721	ACB	AFR
HG02281	HG02281	ieu-b-4845	LDL	AFR	79.1204	ACB	AFR
HG02282	HG02282	ieu-b-4845	LDL	AFR	83.2358	ACB	AFR
HG02283	HG02283	ieu-b-4845	LDL	AFR	-169.623	ACB	AFR
HG02284	HG02284	ieu-b-4845	LDL	AFR	-53.8081	ACB	AFR
HG02307	HG02307	ieu-b-4845	LDL	AFR	21.9416	ACB	AFR
HG02308	HG02308	ieu-b-4845	LDL	AFR	-49.4302	ACB	AFR
HG02309	HG02309	ieu-b-4845	LDL	AFR	-186.668	ACB	AFR
HG02314	HG02314	ieu-b-4845	LDL	AFR	-142.852	ACB	AFR
HG02315	HG02315	ieu-b-4845	LDL	AFR	-59.1005	ACB	AFR
HG02317	HG02317	ieu-b-4845	LDL	AFR	-35.0995	ACB	AFR
HG02318	HG02318	ieu-b-4845	LDL	AFR	-19.6186	ACB	AFR
HG02322	HG02322	ieu-b-4845	LDL	AFR	-157.175	ACB	AFR
HG02323	HG02323	ieu-b-4845	LDL	AFR	-100.966	ACB	AFR
HG02325	HG02325	ieu-b-4845	LDL	AFR	10.7777	ACB	AFR
HG02330	HG02330	ieu-b-4845	LDL	AFR	-95.4134	ACB	AFR
HG02332	HG02332	ieu-b-4845	LDL	AFR	-57.893	ACB	AFR
HG02334	HG02334	ieu-b-4845	LDL	AFR	-129.972	ACB	AFR
HG02337	HG02337	ieu-b-4845	LDL	AFR	-56.9675	ACB	AFR
HG02339	HG02339	ieu-b-4845	LDL	AFR	97.9692	ACB	AFR
HG02343	HG02343	ieu-b-4845	LDL	AFR	86.7299	ACB	AFR
HG02419	HG02419	ieu-b-4845	LDL	AFR	124.252	ACB	AFR
HG02420	HG02420	ieu-b-4845	LDL	AFR	-134.96	ACB	AFR
