FID	IID	Trait	Pop	PGS
HG02051	HG02051	ieu-b-4843	AFR	114.564
HG02052	HG02052	ieu-b-4843	AFR	37.7911
HG02053	HG02053	ieu-b-4843	AFR	92.7594
HG02054	HG02054	ieu-b-4843	AFR	115.731
HG02095	HG02095	ieu-b-4843	AFR	112.627
HG02107	HG02107	ieu-b-4843	AFR	119.359
HG02108	HG02108	ieu-b-4843	AFR	136.711
HG02111	HG02111	ieu-b-4843	AFR	90.8388
HG02143	HG02143	ieu-b-4843	AFR	43.338
HG02144	HG02144	ieu-b-4843	AFR	-35.9555
HG02255	HG02255	ieu-b-4843	AFR	-30.6336
HG02256	HG02256	ieu-b-4843	AFR	224.093
HG02281	HG02281	ieu-b-4843	AFR	259.633
HG02282	HG02282	ieu-b-4843	AFR	178.7
HG02283	HG02283	ieu-b-4843	AFR	281.465
HG02284	HG02284	ieu-b-4843	AFR	151.45
HG02307	HG02307	ieu-b-4843	AFR	94.6718
HG02308	HG02308	ieu-b-4843	AFR	175.769
HG02309	HG02309	ieu-b-4843	AFR	176.17
HG02314	HG02314	ieu-b-4843	AFR	36.9061
HG02315	HG02315	ieu-b-4843	AFR	370.847
HG02317	HG02317	ieu-b-4843	AFR	153.501
HG02318	HG02318	ieu-b-4843	AFR	-78.2545
HG02322	HG02322	ieu-b-4843	AFR	211.367
HG02323	HG02323	ieu-b-4843	AFR	83.266
HG02325	HG02325	ieu-b-4843	AFR	65.9469
HG02330	HG02330	ieu-b-4843	AFR	169.433
HG02332	HG02332	ieu-b-4843	AFR	49.0569
HG02334	HG02334	ieu-b-4843	AFR	222.406
HG02337	HG02337	ieu-b-4843	AFR	195.896
HG02339	HG02339	ieu-b-4843	AFR	77.7651
HG02343	HG02343	ieu-b-4843	AFR	235.182
HG02419	HG02419	ieu-b-4843	AFR	342.702
HG02420	HG02420	ieu-b-4843	AFR	115.176
HG02427	HG02427	ieu-b-4843	AFR	222.226
HG02429	HG02429	ieu-b-4843	AFR	275.179
HG02433	HG02433	ieu-b-4843	AFR	76.3286
HG02439	HG02439	ieu-b-4843	AFR	-11.7258
HG02442	HG02442	ieu-b-4843	AFR	31.3671
HG02445	HG02445	ieu-b-4843	AFR	96.5033
HG02449	HG02449	ieu-b-4843	AFR	-75.1022
HG02450	HG02450	ieu-b-4843	AFR	160.089
HG02455	HG02455	ieu-b-4843	AFR	112.985
HG02461	HG02461	ieu-b-4843	AFR	224.466
HG02462	HG02462	ieu-b-4843	AFR	206.213
HG02464	HG02464	ieu-b-4843	AFR	82.4247
HG02465	HG02465	ieu-b-4843	AFR	156.629
HG02470	HG02470	ieu-b-4843	AFR	281.999
HG02471	HG02471	ieu-b-4843	AFR	282.314
HG02476	HG02476	ieu-b-4843	AFR	109.344
HG02477	HG02477	ieu-b-4843	AFR	363.157
HG02479	HG02479	ieu-b-4843	AFR	202.294
HG02481	HG02481	ieu-b-4843	AFR	9.78297
HG02484	HG02484	ieu-b-4843	AFR	238.425
HG02485	HG02485	ieu-b-4843	AFR	-14.8888
HG02489	HG02489	ieu-b-4843	AFR	185.255
HG02496	HG02496	ieu-b-4843	AFR	1.28452
HG02497	HG02497	ieu-b-4843	AFR	-12.2386
HG02501	HG02501	ieu-b-4843	AFR	60.3047
HG02502	HG02502	ieu-b-4843	AFR	231.332
HG02505	HG02505	ieu-b-4843	AFR	226.808
HG02508	HG02508	ieu-b-4843	AFR	109.355
HG02511	HG02511	ieu-b-4843	AFR	141.682
HG02536	HG02536	ieu-b-4843	AFR	142.999
HG02537	HG02537	ieu-b-4843	AFR	-17.0435
HG02541	HG02541	ieu-b-4843	AFR	-122.312
HG02545	HG02545	ieu-b-4843	AFR	187.04
HG02546	HG02546	ieu-b-4843	AFR	53.1488
HG02549	HG02549	ieu-b-4843	AFR	46.8996
HG02554	HG02554	ieu-b-4843	AFR	-41.9654
HG02555	HG02555	ieu-b-4843	AFR	75.745
HG02557	HG02557	ieu-b-4843	AFR	74.0883
HG02558	HG02558	ieu-b-4843	AFR	26.2334
HG02561	HG02561	ieu-b-4843	AFR	123.545
HG02562	HG02562	ieu-b-4843	AFR	241.15
HG02568	HG02568	ieu-b-4843	AFR	430.53
HG02570	HG02570	ieu-b-4843	AFR	188.245
HG02571	HG02571	ieu-b-4843	AFR	100.934
HG02573	HG02573	ieu-b-4843	AFR	-71.5897
HG02574	HG02574	ieu-b-4843	AFR	119.095
HG02577	HG02577	ieu-b-4843	AFR	81.9985
HG02580	HG02580	ieu-b-4843	AFR	79.5223
HG02582	HG02582	ieu-b-4843	AFR	56.9266
HG02583	HG02583	ieu-b-4843	AFR	215.018
HG02585	HG02585	ieu-b-4843	AFR	155.004
HG02586	HG02586	ieu-b-4843	AFR	115.645
HG02588	HG02588	ieu-b-4843	AFR	105.538
HG02589	HG02589	ieu-b-4843	AFR	282.231
HG02594	HG02594	ieu-b-4843	AFR	46.1596
HG02595	HG02595	ieu-b-4843	AFR	148.28
HG02610	HG02610	ieu-b-4843	AFR	270.187
HG02611	HG02611	ieu-b-4843	AFR	22.6339
HG02613	HG02613	ieu-b-4843	AFR	-24.9115
HG02614	HG02614	ieu-b-4843	AFR	139.223
HG02620	HG02620	ieu-b-4843	AFR	234.199
HG02621	HG02621	ieu-b-4843	AFR	293.491
HG02623	HG02623	ieu-b-4843	AFR	112.45
HG02624	HG02624	ieu-b-4843	AFR	-34.6966
HG02628	HG02628	ieu-b-4843	AFR	106.293
HG02629	HG02629	ieu-b-4843	AFR	235.115
HG02634	HG02634	ieu-b-4843	AFR	61.1946
HG02635	HG02635	ieu-b-4843	AFR	30.0386
HG02642	HG02642	ieu-b-4843	AFR	33.3555
HG02643	HG02643	ieu-b-4843	AFR	102.538
HG02645	HG02645	ieu-b-4843	AFR	187.523
HG02646	HG02646	ieu-b-4843	AFR	311.147
HG02666	HG02666	ieu-b-4843	AFR	132.071
HG02667	HG02667	ieu-b-4843	AFR	128.726
HG02675	HG02675	ieu-b-4843	AFR	108.589
HG02676	HG02676	ieu-b-4843	AFR	188.088
HG02678	HG02678	ieu-b-4843	AFR	26.9746
HG02679	HG02679	ieu-b-4843	AFR	13.0249
HG02702	HG02702	ieu-b-4843	AFR	200.157
HG02703	HG02703	ieu-b-4843	AFR	60.2013
HG02715	HG02715	ieu-b-4843	AFR	199.659
HG02716	HG02716	ieu-b-4843	AFR	108.777
HG02721	HG02721	ieu-b-4843	AFR	388.535
HG02722	HG02722	ieu-b-4843	AFR	175.613
HG02756	HG02756	ieu-b-4843	AFR	245.119
HG02757	HG02757	ieu-b-4843	AFR	203.159
HG02759	HG02759	ieu-b-4843	AFR	148.021
HG02760	HG02760	ieu-b-4843	AFR	211.877
HG02763	HG02763	ieu-b-4843	AFR	143.163
HG02768	HG02768	ieu-b-4843	AFR	160.909
HG02769	HG02769	ieu-b-4843	AFR	119.402
HG02771	HG02771	ieu-b-4843	AFR	240.938
HG02772	HG02772	ieu-b-4843	AFR	-51.2078
HG02798	HG02798	ieu-b-4843	AFR	176.33
HG02799	HG02799	ieu-b-4843	AFR	146.884
HG02804	HG02804	ieu-b-4843	AFR	67.1365
HG02805	HG02805	ieu-b-4843	AFR	103.282
HG02807	HG02807	ieu-b-4843	AFR	71.0133
HG02808	HG02808	ieu-b-4843	AFR	312.942
HG02810	HG02810	ieu-b-4843	AFR	67.7308
HG02811	HG02811	ieu-b-4843	AFR	90.6218
HG02813	HG02813	ieu-b-4843	AFR	109.156
HG02814	HG02814	ieu-b-4843	AFR	42.3525
HG02816	HG02816	ieu-b-4843	AFR	182.391
HG02817	HG02817	ieu-b-4843	AFR	141.769
HG02819	HG02819	ieu-b-4843	AFR	-32.5377
HG02820	HG02820	ieu-b-4843	AFR	131.382
HG02836	HG02836	ieu-b-4843	AFR	69.9356
HG02837	HG02837	ieu-b-4843	AFR	-60.4519
HG02839	HG02839	ieu-b-4843	AFR	216.306
HG02840	HG02840	ieu-b-4843	AFR	171.115
HG02851	HG02851	ieu-b-4843	AFR	37.6879
HG02852	HG02852	ieu-b-4843	AFR	100.552
HG02854	HG02854	ieu-b-4843	AFR	100.31
HG02855	HG02855	ieu-b-4843	AFR	153.132
HG02860	HG02860	ieu-b-4843	AFR	204.392
HG02861	HG02861	ieu-b-4843	AFR	102.275
HG02870	HG02870	ieu-b-4843	AFR	186.098
HG02878	HG02878	ieu-b-4843	AFR	119.714
HG02879	HG02879	ieu-b-4843	AFR	171.331
HG02881	HG02881	ieu-b-4843	AFR	380.885
HG02882	HG02882	ieu-b-4843	AFR	271.332
HG02884	HG02884	ieu-b-4843	AFR	128.126
HG02885	HG02885	ieu-b-4843	AFR	234.184
HG02887	HG02887	ieu-b-4843	AFR	-1.09706
HG02888	HG02888	ieu-b-4843	AFR	36.6233
HG02890	HG02890	ieu-b-4843	AFR	24.577
HG02891	HG02891	ieu-b-4843	AFR	274.513
HG02895	HG02895	ieu-b-4843	AFR	248.333
HG02896	HG02896	ieu-b-4843	AFR	173.265
HG02922	HG02922	ieu-b-4843	AFR	163.66
HG02923	HG02923	ieu-b-4843	AFR	189.273
HG02938	HG02938	ieu-b-4843	AFR	85.4252
HG02941	HG02941	ieu-b-4843	AFR	-48.5287
HG02943	HG02943	ieu-b-4843	AFR	73.4565
HG02944	HG02944	ieu-b-4843	AFR	4.90467
HG02946	HG02946	ieu-b-4843	AFR	125.145
HG02947	HG02947	ieu-b-4843	AFR	86.2751
HG02952	HG02952	ieu-b-4843	AFR	201.536
HG02953	HG02953	ieu-b-4843	AFR	93.9546
HG02968	HG02968	ieu-b-4843	AFR	-45.5207
HG02970	HG02970	ieu-b-4843	AFR	122.353
HG02971	HG02971	ieu-b-4843	AFR	113.372
HG02973	HG02973	ieu-b-4843	AFR	245.652
HG02974	HG02974	ieu-b-4843	AFR	-3.18291
HG02976	HG02976	ieu-b-4843	AFR	80.54
HG02977	HG02977	ieu-b-4843	AFR	141.715
HG02979	HG02979	ieu-b-4843	AFR	315.097
HG02981	HG02981	ieu-b-4843	AFR	94.7019
HG02982	HG02982	ieu-b-4843	AFR	308.132
HG02983	HG02983	ieu-b-4843	AFR	184.907
HG03024	HG03024	ieu-b-4843	AFR	161.238
HG03025	HG03025	ieu-b-4843	AFR	58.956
HG03027	HG03027	ieu-b-4843	AFR	262.975
HG03028	HG03028	ieu-b-4843	AFR	340.686
HG03039	HG03039	ieu-b-4843	AFR	184.654
HG03040	HG03040	ieu-b-4843	AFR	250.96
HG03045	HG03045	ieu-b-4843	AFR	224.026
HG03046	HG03046	ieu-b-4843	AFR	199.321
HG03048	HG03048	ieu-b-4843	AFR	149.961
HG03049	HG03049	ieu-b-4843	AFR	35.8167
HG03052	HG03052	ieu-b-4843	AFR	197.235
HG03054	HG03054	ieu-b-4843	AFR	184.007
HG03055	HG03055	ieu-b-4843	AFR	59.7383
HG03057	HG03057	ieu-b-4843	AFR	160.585
HG03058	HG03058	ieu-b-4843	AFR	153.568
HG03060	HG03060	ieu-b-4843	AFR	275.55
HG03061	HG03061	ieu-b-4843	AFR	173.205
HG03063	HG03063	ieu-b-4843	AFR	161.24
HG03064	HG03064	ieu-b-4843	AFR	232.263
HG03066	HG03066	ieu-b-4843	AFR	22.3907
HG03069	HG03069	ieu-b-4843	AFR	258.122
HG03072	HG03072	ieu-b-4843	AFR	267.135
HG03073	HG03073	ieu-b-4843	AFR	147.041
HG03074	HG03074	ieu-b-4843	AFR	345.525
HG03077	HG03077	ieu-b-4843	AFR	261.146
HG03078	HG03078	ieu-b-4843	AFR	95.9476
HG03079	HG03079	ieu-b-4843	AFR	302.315
HG03081	HG03081	ieu-b-4843	AFR	99.8712
HG03082	HG03082	ieu-b-4843	AFR	103.895
HG03084	HG03084	ieu-b-4843	AFR	-2.91908
HG03085	HG03085	ieu-b-4843	AFR	169.514
HG03086	HG03086	ieu-b-4843	AFR	204.844
HG03088	HG03088	ieu-b-4843	AFR	122.409
HG03091	HG03091	ieu-b-4843	AFR	208.73
HG03095	HG03095	ieu-b-4843	AFR	-27.5043
HG03096	HG03096	ieu-b-4843	AFR	2.66191
HG03097	HG03097	ieu-b-4843	AFR	58.8686
HG03099	HG03099	ieu-b-4843	AFR	88.6299
HG03100	HG03100	ieu-b-4843	AFR	67.3685
HG03103	HG03103	ieu-b-4843	AFR	175.861
HG03105	HG03105	ieu-b-4843	AFR	229.8
HG03108	HG03108	ieu-b-4843	AFR	-5.55407
HG03109	HG03109	ieu-b-4843	AFR	219.753
HG03111	HG03111	ieu-b-4843	AFR	46.8557
HG03112	HG03112	ieu-b-4843	AFR	220.433
HG03114	HG03114	ieu-b-4843	AFR	218.79
HG03115	HG03115	ieu-b-4843	AFR	58.8925
HG03117	HG03117	ieu-b-4843	AFR	110.28
HG03118	HG03118	ieu-b-4843	AFR	74.5054
HG03120	HG03120	ieu-b-4843	AFR	160.105
HG03121	HG03121	ieu-b-4843	AFR	217.524
HG03123	HG03123	ieu-b-4843	AFR	113.985
HG03124	HG03124	ieu-b-4843	AFR	188.587
HG03126	HG03126	ieu-b-4843	AFR	140.168
HG03127	HG03127	ieu-b-4843	AFR	103.206
HG03129	HG03129	ieu-b-4843	AFR	66.8787
HG03130	HG03130	ieu-b-4843	AFR	86.8339
HG03132	HG03132	ieu-b-4843	AFR	126.005
HG03133	HG03133	ieu-b-4843	AFR	153.097
HG03135	HG03135	ieu-b-4843	AFR	174.347
HG03136	HG03136	ieu-b-4843	AFR	230.131
HG03139	HG03139	ieu-b-4843	AFR	191.53
HG03157	HG03157	ieu-b-4843	AFR	11.2823
HG03159	HG03159	ieu-b-4843	AFR	179.381
HG03160	HG03160	ieu-b-4843	AFR	206.333
HG03162	HG03162	ieu-b-4843	AFR	150.333
HG03163	HG03163	ieu-b-4843	AFR	33.1808
HG03166	HG03166	ieu-b-4843	AFR	239.13
HG03168	HG03168	ieu-b-4843	AFR	55.1484
HG03169	HG03169	ieu-b-4843	AFR	325.31
HG03172	HG03172	ieu-b-4843	AFR	130.292
HG03175	HG03175	ieu-b-4843	AFR	47.5702
HG03189	HG03189	ieu-b-4843	AFR	231.858
HG03190	HG03190	ieu-b-4843	AFR	103.316
HG03193	HG03193	ieu-b-4843	AFR	242.981
HG03195	HG03195	ieu-b-4843	AFR	82.0629
HG03196	HG03196	ieu-b-4843	AFR	67.6986
HG03198	HG03198	ieu-b-4843	AFR	220.369
HG03199	HG03199	ieu-b-4843	AFR	148.926
HG03202	HG03202	ieu-b-4843	AFR	85.6645
HG03209	HG03209	ieu-b-4843	AFR	168.262
HG03212	HG03212	ieu-b-4843	AFR	157.569
HG03224	HG03224	ieu-b-4843	AFR	234.191
HG03225	HG03225	ieu-b-4843	AFR	240.573
HG03240	HG03240	ieu-b-4843	AFR	148.418
HG03241	HG03241	ieu-b-4843	AFR	149.547
HG03246	HG03246	ieu-b-4843	AFR	127.074
HG03247	HG03247	ieu-b-4843	AFR	200.743
HG03258	HG03258	ieu-b-4843	AFR	165.916
HG03259	HG03259	ieu-b-4843	AFR	121.028
HG03265	HG03265	ieu-b-4843	AFR	189.545
HG03267	HG03267	ieu-b-4843	AFR	156.032
HG03268	HG03268	ieu-b-4843	AFR	1.13737
HG03270	HG03270	ieu-b-4843	AFR	175.024
HG03271	HG03271	ieu-b-4843	AFR	87.0426
HG03279	HG03279	ieu-b-4843	AFR	-89.7907
HG03280	HG03280	ieu-b-4843	AFR	48.137
HG03291	HG03291	ieu-b-4843	AFR	152.545
HG03294	HG03294	ieu-b-4843	AFR	85.8055
HG03295	HG03295	ieu-b-4843	AFR	127.916
HG03297	HG03297	ieu-b-4843	AFR	168.703
HG03298	HG03298	ieu-b-4843	AFR	144.762
HG03300	HG03300	ieu-b-4843	AFR	65.5315
HG03301	HG03301	ieu-b-4843	AFR	91.3243
HG03303	HG03303	ieu-b-4843	AFR	165.108
HG03304	HG03304	ieu-b-4843	AFR	258.535
HG03311	HG03311	ieu-b-4843	AFR	146.292
HG03313	HG03313	ieu-b-4843	AFR	183.7
HG03342	HG03342	ieu-b-4843	AFR	213.706
HG03343	HG03343	ieu-b-4843	AFR	70.8883
HG03351	HG03351	ieu-b-4843	AFR	17.233
HG03352	HG03352	ieu-b-4843	AFR	113.568
HG03354	HG03354	ieu-b-4843	AFR	107.849
HG03363	HG03363	ieu-b-4843	AFR	234.026
HG03366	HG03366	ieu-b-4843	AFR	64.0696
HG03367	HG03367	ieu-b-4843	AFR	254.822
HG03369	HG03369	ieu-b-4843	AFR	155.695
HG03370	HG03370	ieu-b-4843	AFR	133.05
HG03372	HG03372	ieu-b-4843	AFR	154.884
HG03376	HG03376	ieu-b-4843	AFR	118.463
HG03378	HG03378	ieu-b-4843	AFR	208.053
HG03380	HG03380	ieu-b-4843	AFR	223.062
HG03382	HG03382	ieu-b-4843	AFR	135.644
HG03385	HG03385	ieu-b-4843	AFR	81.3318
HG03388	HG03388	ieu-b-4843	AFR	259.536
HG03391	HG03391	ieu-b-4843	AFR	253.896
HG03394	HG03394	ieu-b-4843	AFR	255.842
HG03397	HG03397	ieu-b-4843	AFR	142.171
HG03401	HG03401	ieu-b-4843	AFR	133.717
HG03410	HG03410	ieu-b-4843	AFR	41.15
HG03419	HG03419	ieu-b-4843	AFR	102.8
HG03428	HG03428	ieu-b-4843	AFR	182.908
HG03432	HG03432	ieu-b-4843	AFR	119.91
HG03433	HG03433	ieu-b-4843	AFR	144.047
HG03436	HG03436	ieu-b-4843	AFR	157.73
HG03437	HG03437	ieu-b-4843	AFR	175.36
HG03439	HG03439	ieu-b-4843	AFR	185.271
HG03442	HG03442	ieu-b-4843	AFR	183.883
HG03445	HG03445	ieu-b-4843	AFR	81.5787
HG03446	HG03446	ieu-b-4843	AFR	149.616
HG03449	HG03449	ieu-b-4843	AFR	298.035
HG03451	HG03451	ieu-b-4843	AFR	241.148
HG03452	HG03452	ieu-b-4843	AFR	231.858
HG03455	HG03455	ieu-b-4843	AFR	148.755
HG03457	HG03457	ieu-b-4843	AFR	198.168
HG03458	HG03458	ieu-b-4843	AFR	18.9446
HG03460	HG03460	ieu-b-4843	AFR	213.206
HG03461	HG03461	ieu-b-4843	AFR	138.025
HG03464	HG03464	ieu-b-4843	AFR	121.225
HG03469	HG03469	ieu-b-4843	AFR	142.677
HG03470	HG03470	ieu-b-4843	AFR	134.948
HG03472	HG03472	ieu-b-4843	AFR	199.867
HG03473	HG03473	ieu-b-4843	AFR	332.48
HG03476	HG03476	ieu-b-4843	AFR	184.66
HG03478	HG03478	ieu-b-4843	AFR	162.875
HG03479	HG03479	ieu-b-4843	AFR	165.671
HG03484	HG03484	ieu-b-4843	AFR	147.087
HG03485	HG03485	ieu-b-4843	AFR	229.259
HG03499	HG03499	ieu-b-4843	AFR	171.349
HG03511	HG03511	ieu-b-4843	AFR	25.9847
HG03514	HG03514	ieu-b-4843	AFR	156.404
HG03515	HG03515	ieu-b-4843	AFR	241.126
HG03517	HG03517	ieu-b-4843	AFR	109.05
HG03518	HG03518	ieu-b-4843	AFR	233.095
HG03520	HG03520	ieu-b-4843	AFR	83.949
HG03521	HG03521	ieu-b-4843	AFR	146.697
HG03538	HG03538	ieu-b-4843	AFR	-75.7226
HG03539	HG03539	ieu-b-4843	AFR	57.9488
HG03547	HG03547	ieu-b-4843	AFR	254.479
HG03548	HG03548	ieu-b-4843	AFR	101.492
HG03556	HG03556	ieu-b-4843	AFR	194.468
HG03557	HG03557	ieu-b-4843	AFR	64.1852
HG03558	HG03558	ieu-b-4843	AFR	201.402
HG03559	HG03559	ieu-b-4843	AFR	39.7279
HG03563	HG03563	ieu-b-4843	AFR	165.101
HG03565	HG03565	ieu-b-4843	AFR	153.607
HG03567	HG03567	ieu-b-4843	AFR	228.205
HG03571	HG03571	ieu-b-4843	AFR	264.697
HG03572	HG03572	ieu-b-4843	AFR	242.824
HG03575	HG03575	ieu-b-4843	AFR	47.0753
HG03577	HG03577	ieu-b-4843	AFR	292.731
HG03578	HG03578	ieu-b-4843	AFR	65.9861
HG03583	HG03583	ieu-b-4843	AFR	223.522
NA18486	NA18486	ieu-b-4843	AFR	166.757
NA18488	NA18488	ieu-b-4843	AFR	184.506
NA18489	NA18489	ieu-b-4843	AFR	159.409
NA18498	NA18498	ieu-b-4843	AFR	14.7026
NA18499	NA18499	ieu-b-4843	AFR	159.866
NA18501	NA18501	ieu-b-4843	AFR	277.644
NA18502	NA18502	ieu-b-4843	AFR	111.149
NA18504	NA18504	ieu-b-4843	AFR	144.887
NA18505	NA18505	ieu-b-4843	AFR	151.095
NA18507	NA18507	ieu-b-4843	AFR	126.844
NA18508	NA18508	ieu-b-4843	AFR	119.444
NA18510	NA18510	ieu-b-4843	AFR	-61.9718
NA18511	NA18511	ieu-b-4843	AFR	280.454
NA18516	NA18516	ieu-b-4843	AFR	173.95
NA18517	NA18517	ieu-b-4843	AFR	206.036
NA18519	NA18519	ieu-b-4843	AFR	174.507
NA18520	NA18520	ieu-b-4843	AFR	183.057
NA18522	NA18522	ieu-b-4843	AFR	194.201
NA18523	NA18523	ieu-b-4843	AFR	159.545
NA18853	NA18853	ieu-b-4843	AFR	271.206
NA18856	NA18856	ieu-b-4843	AFR	39.8162
NA18858	NA18858	ieu-b-4843	AFR	249.256
NA18861	NA18861	ieu-b-4843	AFR	179.672
NA18864	NA18864	ieu-b-4843	AFR	170.318
NA18865	NA18865	ieu-b-4843	AFR	232.279
NA18867	NA18867	ieu-b-4843	AFR	326.707
NA18868	NA18868	ieu-b-4843	AFR	222.615
NA18870	NA18870	ieu-b-4843	AFR	245.286
NA18871	NA18871	ieu-b-4843	AFR	71.2296
NA18873	NA18873	ieu-b-4843	AFR	5.75682
NA18874	NA18874	ieu-b-4843	AFR	79.5218
NA18876	NA18876	ieu-b-4843	AFR	189.13
NA18877	NA18877	ieu-b-4843	AFR	113.161
NA18878	NA18878	ieu-b-4843	AFR	158.831
NA18879	NA18879	ieu-b-4843	AFR	137.864
NA18881	NA18881	ieu-b-4843	AFR	192.386
NA18907	NA18907	ieu-b-4843	AFR	112.621
NA18908	NA18908	ieu-b-4843	AFR	197.633
NA18909	NA18909	ieu-b-4843	AFR	139.388
NA18910	NA18910	ieu-b-4843	AFR	192.121
NA18912	NA18912	ieu-b-4843	AFR	85.6613
NA18915	NA18915	ieu-b-4843	AFR	130.118
NA18916	NA18916	ieu-b-4843	AFR	132.31
NA18917	NA18917	ieu-b-4843	AFR	102.648
NA18923	NA18923	ieu-b-4843	AFR	10.4447
NA18924	NA18924	ieu-b-4843	AFR	369.317
NA18933	NA18933	ieu-b-4843	AFR	-10.8928
NA18934	NA18934	ieu-b-4843	AFR	101.747
NA19017	NA19017	ieu-b-4843	AFR	78.3656
NA19019	NA19019	ieu-b-4843	AFR	264.642
NA19020	NA19020	ieu-b-4843	AFR	104.627
NA19023	NA19023	ieu-b-4843	AFR	79.3231
NA19024	NA19024	ieu-b-4843	AFR	235.324
NA19025	NA19025	ieu-b-4843	AFR	49.7358
NA19026	NA19026	ieu-b-4843	AFR	40.6213
NA19027	NA19027	ieu-b-4843	AFR	-5.40949
NA19028	NA19028	ieu-b-4843	AFR	152.968
NA19030	NA19030	ieu-b-4843	AFR	189.263
NA19031	NA19031	ieu-b-4843	AFR	248.589
NA19035	NA19035	ieu-b-4843	AFR	-76.4506
NA19036	NA19036	ieu-b-4843	AFR	169.577
NA19037	NA19037	ieu-b-4843	AFR	66.4275
NA19038	NA19038	ieu-b-4843	AFR	226.632
NA19041	NA19041	ieu-b-4843	AFR	190.729
NA19042	NA19042	ieu-b-4843	AFR	73.2187
NA19043	NA19043	ieu-b-4843	AFR	217.522
NA19092	NA19092	ieu-b-4843	AFR	-99.6622
NA19093	NA19093	ieu-b-4843	AFR	-37.7704
NA19095	NA19095	ieu-b-4843	AFR	133.76
NA19096	NA19096	ieu-b-4843	AFR	96.3821
NA19098	NA19098	ieu-b-4843	AFR	150.527
NA19099	NA19099	ieu-b-4843	AFR	260.317
NA19102	NA19102	ieu-b-4843	AFR	201.609
NA19107	NA19107	ieu-b-4843	AFR	145.596
NA19108	NA19108	ieu-b-4843	AFR	278.215
NA19113	NA19113	ieu-b-4843	AFR	160.628
NA19114	NA19114	ieu-b-4843	AFR	197.38
NA19116	NA19116	ieu-b-4843	AFR	121.043
NA19117	NA19117	ieu-b-4843	AFR	74.4967
NA19118	NA19118	ieu-b-4843	AFR	100.563
NA19119	NA19119	ieu-b-4843	AFR	156.827
NA19121	NA19121	ieu-b-4843	AFR	303.554
NA19129	NA19129	ieu-b-4843	AFR	182.784
NA19130	NA19130	ieu-b-4843	AFR	92.1555
NA19131	NA19131	ieu-b-4843	AFR	343.347
NA19137	NA19137	ieu-b-4843	AFR	84.8243
NA19138	NA19138	ieu-b-4843	AFR	224.998
NA19141	NA19141	ieu-b-4843	AFR	95.6264
NA19143	NA19143	ieu-b-4843	AFR	194.03
NA19144	NA19144	ieu-b-4843	AFR	203.178
NA19146	NA19146	ieu-b-4843	AFR	25.8369
NA19147	NA19147	ieu-b-4843	AFR	64.1421
NA19149	NA19149	ieu-b-4843	AFR	47.1935
NA19152	NA19152	ieu-b-4843	AFR	91.9499
NA19153	NA19153	ieu-b-4843	AFR	-7.43908
NA19159	NA19159	ieu-b-4843	AFR	134.506
NA19160	NA19160	ieu-b-4843	AFR	77.7187
NA19171	NA19171	ieu-b-4843	AFR	120.11
NA19172	NA19172	ieu-b-4843	AFR	262.792
NA19175	NA19175	ieu-b-4843	AFR	203.196
NA19184	NA19184	ieu-b-4843	AFR	214.746
NA19185	NA19185	ieu-b-4843	AFR	200.939
NA19189	NA19189	ieu-b-4843	AFR	76.7514
NA19190	NA19190	ieu-b-4843	AFR	209.118
NA19197	NA19197	ieu-b-4843	AFR	143.618
NA19198	NA19198	ieu-b-4843	AFR	247.757
NA19200	NA19200	ieu-b-4843	AFR	156.39
NA19201	NA19201	ieu-b-4843	AFR	124.912
NA19204	NA19204	ieu-b-4843	AFR	163.176
NA19206	NA19206	ieu-b-4843	AFR	180.197
NA19207	NA19207	ieu-b-4843	AFR	179.184
NA19209	NA19209	ieu-b-4843	AFR	236.507
NA19210	NA19210	ieu-b-4843	AFR	211.117
NA19213	NA19213	ieu-b-4843	AFR	80.4422
NA19214	NA19214	ieu-b-4843	AFR	58.6637
NA19222	NA19222	ieu-b-4843	AFR	63.2663
NA19223	NA19223	ieu-b-4843	AFR	-53.4905
NA19225	NA19225	ieu-b-4843	AFR	191.499
NA19235	NA19235	ieu-b-4843	AFR	76.2683
NA19236	NA19236	ieu-b-4843	AFR	203.869
NA19238	NA19238	ieu-b-4843	AFR	149.305
NA19239	NA19239	ieu-b-4843	AFR	95.9311
NA19247	NA19247	ieu-b-4843	AFR	203.059
NA19248	NA19248	ieu-b-4843	AFR	-14.0729
NA19256	NA19256	ieu-b-4843	AFR	93.3997
NA19257	NA19257	ieu-b-4843	AFR	128.638
NA19307	NA19307	ieu-b-4843	AFR	222.29
NA19308	NA19308	ieu-b-4843	AFR	54.0712
NA19309	NA19309	ieu-b-4843	AFR	52.8931
NA19310	NA19310	ieu-b-4843	AFR	-160.467
NA19312	NA19312	ieu-b-4843	AFR	-46.1307
NA19314	NA19314	ieu-b-4843	AFR	26.7773
NA19315	NA19315	ieu-b-4843	AFR	208.756
NA19316	NA19316	ieu-b-4843	AFR	187.785
NA19317	NA19317	ieu-b-4843	AFR	132.283
NA19318	NA19318	ieu-b-4843	AFR	-16.1167
NA19319	NA19319	ieu-b-4843	AFR	184.413
NA19320	NA19320	ieu-b-4843	AFR	161.475
NA19321	NA19321	ieu-b-4843	AFR	176.632
NA19323	NA19323	ieu-b-4843	AFR	117.959
NA19324	NA19324	ieu-b-4843	AFR	177.871
NA19327	NA19327	ieu-b-4843	AFR	196.49
