FID	IID	Trait	Pop	PGS
HG01593	HG01593	ieu-b-4841	SAS	-190.502
HG02490	HG02490	ieu-b-4841	SAS	316.01
HG02491	HG02491	ieu-b-4841	SAS	134.114
HG02493	HG02493	ieu-b-4841	SAS	-179.806
HG02494	HG02494	ieu-b-4841	SAS	194.488
HG02597	HG02597	ieu-b-4841	SAS	319.865
HG02600	HG02600	ieu-b-4841	SAS	354.334
HG02601	HG02601	ieu-b-4841	SAS	53.0266
HG02603	HG02603	ieu-b-4841	SAS	249.618
HG02604	HG02604	ieu-b-4841	SAS	-87.7005
HG02648	HG02648	ieu-b-4841	SAS	269.18
HG02649	HG02649	ieu-b-4841	SAS	214.208
HG02651	HG02651	ieu-b-4841	SAS	360.998
HG02652	HG02652	ieu-b-4841	SAS	-20.7149
HG02654	HG02654	ieu-b-4841	SAS	216.894
HG02655	HG02655	ieu-b-4841	SAS	450.694
HG02657	HG02657	ieu-b-4841	SAS	62.6879
HG02658	HG02658	ieu-b-4841	SAS	204.426
HG02660	HG02660	ieu-b-4841	SAS	-114.919
HG02661	HG02661	ieu-b-4841	SAS	13.8253
HG02681	HG02681	ieu-b-4841	SAS	218.054
HG02682	HG02682	ieu-b-4841	SAS	422.721
HG02684	HG02684	ieu-b-4841	SAS	-80.4783
HG02685	HG02685	ieu-b-4841	SAS	311.435
HG02687	HG02687	ieu-b-4841	SAS	329.436
HG02688	HG02688	ieu-b-4841	SAS	107.191
HG02690	HG02690	ieu-b-4841	SAS	-17.5138
HG02691	HG02691	ieu-b-4841	SAS	36.3207
HG02694	HG02694	ieu-b-4841	SAS	-187.132
HG02696	HG02696	ieu-b-4841	SAS	359.043
HG02697	HG02697	ieu-b-4841	SAS	286.536
HG02699	HG02699	ieu-b-4841	SAS	161.824
HG02700	HG02700	ieu-b-4841	SAS	36.8427
HG02724	HG02724	ieu-b-4841	SAS	382.997
HG02725	HG02725	ieu-b-4841	SAS	237.679
HG02727	HG02727	ieu-b-4841	SAS	51.8043
HG02728	HG02728	ieu-b-4841	SAS	285.574
HG02731	HG02731	ieu-b-4841	SAS	345.962
HG02733	HG02733	ieu-b-4841	SAS	-53.1381
HG02734	HG02734	ieu-b-4841	SAS	120.276
HG02736	HG02736	ieu-b-4841	SAS	115.898
HG02737	HG02737	ieu-b-4841	SAS	371.903
HG02774	HG02774	ieu-b-4841	SAS	329.692
HG02775	HG02775	ieu-b-4841	SAS	-115.945
HG02778	HG02778	ieu-b-4841	SAS	246.856
HG02780	HG02780	ieu-b-4841	SAS	478.625
HG02783	HG02783	ieu-b-4841	SAS	293.225
HG02784	HG02784	ieu-b-4841	SAS	-101.053
HG02786	HG02786	ieu-b-4841	SAS	127.522
HG02787	HG02787	ieu-b-4841	SAS	309.342
HG02789	HG02789	ieu-b-4841	SAS	116.086
HG02790	HG02790	ieu-b-4841	SAS	411.879
HG02792	HG02792	ieu-b-4841	SAS	282.274
HG02793	HG02793	ieu-b-4841	SAS	146.889
HG03006	HG03006	ieu-b-4841	SAS	402.17
HG03007	HG03007	ieu-b-4841	SAS	187.598
HG03009	HG03009	ieu-b-4841	SAS	376.065
HG03012	HG03012	ieu-b-4841	SAS	485.973
HG03015	HG03015	ieu-b-4841	SAS	-163.256
HG03016	HG03016	ieu-b-4841	SAS	193.172
HG03018	HG03018	ieu-b-4841	SAS	186.841
HG03019	HG03019	ieu-b-4841	SAS	201.914
HG03021	HG03021	ieu-b-4841	SAS	231.687
HG03022	HG03022	ieu-b-4841	SAS	188.968
HG03228	HG03228	ieu-b-4841	SAS	227.656
HG03229	HG03229	ieu-b-4841	SAS	182.811
HG03234	HG03234	ieu-b-4841	SAS	478.878
HG03235	HG03235	ieu-b-4841	SAS	246.393
HG03237	HG03237	ieu-b-4841	SAS	429.478
HG03238	HG03238	ieu-b-4841	SAS	542.583
HG03488	HG03488	ieu-b-4841	SAS	403.162
HG03490	HG03490	ieu-b-4841	SAS	329.567
HG03491	HG03491	ieu-b-4841	SAS	318.214
HG03585	HG03585	ieu-b-4841	SAS	484.394
HG03589	HG03589	ieu-b-4841	SAS	64.7474
HG03593	HG03593	ieu-b-4841	SAS	242.965
HG03594	HG03594	ieu-b-4841	SAS	131.669
HG03595	HG03595	ieu-b-4841	SAS	252.533
HG03598	HG03598	ieu-b-4841	SAS	131.349
HG03600	HG03600	ieu-b-4841	SAS	41.889
HG03603	HG03603	ieu-b-4841	SAS	-81.5395
HG03604	HG03604	ieu-b-4841	SAS	527.313
HG03607	HG03607	ieu-b-4841	SAS	314.948
HG03611	HG03611	ieu-b-4841	SAS	639.934
HG03615	HG03615	ieu-b-4841	SAS	403.883
HG03616	HG03616	ieu-b-4841	SAS	-137.025
HG03619	HG03619	ieu-b-4841	SAS	-8.53711
HG03624	HG03624	ieu-b-4841	SAS	127.332
HG03625	HG03625	ieu-b-4841	SAS	-414.271
HG03629	HG03629	ieu-b-4841	SAS	162.49
HG03631	HG03631	ieu-b-4841	SAS	-161.914
HG03634	HG03634	ieu-b-4841	SAS	431.997
HG03636	HG03636	ieu-b-4841	SAS	396.278
HG03640	HG03640	ieu-b-4841	SAS	61.4923
HG03642	HG03642	ieu-b-4841	SAS	452.493
HG03643	HG03643	ieu-b-4841	SAS	286.341
HG03644	HG03644	ieu-b-4841	SAS	-75.8601
HG03645	HG03645	ieu-b-4841	SAS	86.1547
HG03646	HG03646	ieu-b-4841	SAS	244.628
HG03649	HG03649	ieu-b-4841	SAS	130.436
HG03652	HG03652	ieu-b-4841	SAS	-44.6121
HG03653	HG03653	ieu-b-4841	SAS	218.067
HG03660	HG03660	ieu-b-4841	SAS	-85.3428
HG03663	HG03663	ieu-b-4841	SAS	171.654
HG03667	HG03667	ieu-b-4841	SAS	130.808
HG03668	HG03668	ieu-b-4841	SAS	187.449
HG03672	HG03672	ieu-b-4841	SAS	108.443
HG03673	HG03673	ieu-b-4841	SAS	248.324
HG03679	HG03679	ieu-b-4841	SAS	239.891
HG03680	HG03680	ieu-b-4841	SAS	52.9749
HG03681	HG03681	ieu-b-4841	SAS	220.411
HG03684	HG03684	ieu-b-4841	SAS	313.573
HG03685	HG03685	ieu-b-4841	SAS	9.71691
HG03686	HG03686	ieu-b-4841	SAS	410.453
HG03687	HG03687	ieu-b-4841	SAS	258.924
HG03689	HG03689	ieu-b-4841	SAS	224.038
HG03690	HG03690	ieu-b-4841	SAS	67.1398
HG03691	HG03691	ieu-b-4841	SAS	121.774
HG03692	HG03692	ieu-b-4841	SAS	218.732
HG03693	HG03693	ieu-b-4841	SAS	225.975
HG03694	HG03694	ieu-b-4841	SAS	138.909
HG03695	HG03695	ieu-b-4841	SAS	224.713
HG03696	HG03696	ieu-b-4841	SAS	370.542
HG03697	HG03697	ieu-b-4841	SAS	466.639
HG03698	HG03698	ieu-b-4841	SAS	-6.06605
HG03702	HG03702	ieu-b-4841	SAS	-71.9848
HG03703	HG03703	ieu-b-4841	SAS	237.729
HG03705	HG03705	ieu-b-4841	SAS	290.063
HG03706	HG03706	ieu-b-4841	SAS	282.603
HG03708	HG03708	ieu-b-4841	SAS	144.271
HG03709	HG03709	ieu-b-4841	SAS	33.4633
HG03711	HG03711	ieu-b-4841	SAS	126.969
HG03713	HG03713	ieu-b-4841	SAS	13.454
HG03714	HG03714	ieu-b-4841	SAS	449.615
HG03716	HG03716	ieu-b-4841	SAS	241.523
HG03717	HG03717	ieu-b-4841	SAS	56.9867
HG03718	HG03718	ieu-b-4841	SAS	185.705
HG03720	HG03720	ieu-b-4841	SAS	352.903
HG03722	HG03722	ieu-b-4841	SAS	170.037
HG03727	HG03727	ieu-b-4841	SAS	79.5365
HG03729	HG03729	ieu-b-4841	SAS	439.14
HG03730	HG03730	ieu-b-4841	SAS	204.384
HG03731	HG03731	ieu-b-4841	SAS	422.29
HG03733	HG03733	ieu-b-4841	SAS	446.961
HG03736	HG03736	ieu-b-4841	SAS	372.116
HG03738	HG03738	ieu-b-4841	SAS	0.372759
HG03740	HG03740	ieu-b-4841	SAS	155.693
HG03741	HG03741	ieu-b-4841	SAS	-10.055
HG03742	HG03742	ieu-b-4841	SAS	203.537
HG03743	HG03743	ieu-b-4841	SAS	190.218
HG03744	HG03744	ieu-b-4841	SAS	296.076
HG03745	HG03745	ieu-b-4841	SAS	227.798
HG03746	HG03746	ieu-b-4841	SAS	181.932
HG03750	HG03750	ieu-b-4841	SAS	225.477
HG03752	HG03752	ieu-b-4841	SAS	162.316
HG03753	HG03753	ieu-b-4841	SAS	260.131
HG03754	HG03754	ieu-b-4841	SAS	515.224
HG03755	HG03755	ieu-b-4841	SAS	251.877
HG03756	HG03756	ieu-b-4841	SAS	187.133
HG03757	HG03757	ieu-b-4841	SAS	175.001
HG03760	HG03760	ieu-b-4841	SAS	120.112
HG03762	HG03762	ieu-b-4841	SAS	308.82
HG03765	HG03765	ieu-b-4841	SAS	304.021
HG03767	HG03767	ieu-b-4841	SAS	211.216
HG03770	HG03770	ieu-b-4841	SAS	359.418
HG03771	HG03771	ieu-b-4841	SAS	17.4265
HG03772	HG03772	ieu-b-4841	SAS	296.272
HG03773	HG03773	ieu-b-4841	SAS	296.285
HG03774	HG03774	ieu-b-4841	SAS	259.974
HG03775	HG03775	ieu-b-4841	SAS	482.988
HG03777	HG03777	ieu-b-4841	SAS	386.18
HG03778	HG03778	ieu-b-4841	SAS	-143.054
HG03779	HG03779	ieu-b-4841	SAS	321.003
HG03780	HG03780	ieu-b-4841	SAS	310.459
HG03781	HG03781	ieu-b-4841	SAS	326.597
HG03782	HG03782	ieu-b-4841	SAS	255.344
HG03784	HG03784	ieu-b-4841	SAS	107.839
HG03785	HG03785	ieu-b-4841	SAS	138.062
HG03786	HG03786	ieu-b-4841	SAS	346.725
HG03787	HG03787	ieu-b-4841	SAS	420.211
HG03788	HG03788	ieu-b-4841	SAS	35.0157
HG03789	HG03789	ieu-b-4841	SAS	87.6974
HG03790	HG03790	ieu-b-4841	SAS	287.115
HG03792	HG03792	ieu-b-4841	SAS	365.927
HG03793	HG03793	ieu-b-4841	SAS	52.5196
HG03796	HG03796	ieu-b-4841	SAS	183.214
HG03800	HG03800	ieu-b-4841	SAS	172.297
HG03802	HG03802	ieu-b-4841	SAS	359.803
HG03803	HG03803	ieu-b-4841	SAS	144.13
HG03805	HG03805	ieu-b-4841	SAS	-44.304
HG03808	HG03808	ieu-b-4841	SAS	348.817
HG03809	HG03809	ieu-b-4841	SAS	156.49
HG03812	HG03812	ieu-b-4841	SAS	137.114
HG03814	HG03814	ieu-b-4841	SAS	147.32
HG03815	HG03815	ieu-b-4841	SAS	273.294
HG03817	HG03817	ieu-b-4841	SAS	-134.684
HG03821	HG03821	ieu-b-4841	SAS	-1.04605
HG03823	HG03823	ieu-b-4841	SAS	155.637
HG03824	HG03824	ieu-b-4841	SAS	479.129
HG03826	HG03826	ieu-b-4841	SAS	205.345
HG03829	HG03829	ieu-b-4841	SAS	246.983
HG03830	HG03830	ieu-b-4841	SAS	203.992
HG03832	HG03832	ieu-b-4841	SAS	18.7824
HG03833	HG03833	ieu-b-4841	SAS	101.206
HG03836	HG03836	ieu-b-4841	SAS	71.0814
HG03837	HG03837	ieu-b-4841	SAS	-1.13933
HG03838	HG03838	ieu-b-4841	SAS	316.157
HG03844	HG03844	ieu-b-4841	SAS	328.385
HG03846	HG03846	ieu-b-4841	SAS	200.259
HG03848	HG03848	ieu-b-4841	SAS	-151.574
HG03849	HG03849	ieu-b-4841	SAS	129.704
HG03850	HG03850	ieu-b-4841	SAS	113.232
HG03851	HG03851	ieu-b-4841	SAS	306.901
HG03854	HG03854	ieu-b-4841	SAS	-69.3342
HG03856	HG03856	ieu-b-4841	SAS	-57.599
HG03857	HG03857	ieu-b-4841	SAS	-80.8294
HG03858	HG03858	ieu-b-4841	SAS	182.853
HG03861	HG03861	ieu-b-4841	SAS	189.994
HG03862	HG03862	ieu-b-4841	SAS	472.805
HG03863	HG03863	ieu-b-4841	SAS	86.7205
HG03864	HG03864	ieu-b-4841	SAS	99.6935
HG03866	HG03866	ieu-b-4841	SAS	-51.8957
HG03867	HG03867	ieu-b-4841	SAS	420.026
HG03868	HG03868	ieu-b-4841	SAS	626.252
HG03869	HG03869	ieu-b-4841	SAS	189.179
HG03870	HG03870	ieu-b-4841	SAS	166.483
HG03871	HG03871	ieu-b-4841	SAS	492.162
HG03872	HG03872	ieu-b-4841	SAS	160.172
HG03873	HG03873	ieu-b-4841	SAS	399.923
HG03874	HG03874	ieu-b-4841	SAS	290.712
HG03875	HG03875	ieu-b-4841	SAS	-66.1033
HG03882	HG03882	ieu-b-4841	SAS	450.742
HG03884	HG03884	ieu-b-4841	SAS	391.032
HG03885	HG03885	ieu-b-4841	SAS	296.07
HG03886	HG03886	ieu-b-4841	SAS	61.6927
HG03887	HG03887	ieu-b-4841	SAS	-314.981
HG03888	HG03888	ieu-b-4841	SAS	-88.4666
HG03890	HG03890	ieu-b-4841	SAS	-96.5623
HG03894	HG03894	ieu-b-4841	SAS	-35.8078
HG03895	HG03895	ieu-b-4841	SAS	277.175
HG03896	HG03896	ieu-b-4841	SAS	20.3248
HG03897	HG03897	ieu-b-4841	SAS	136.746
HG03898	HG03898	ieu-b-4841	SAS	-165.425
HG03899	HG03899	ieu-b-4841	SAS	349.326
HG03900	HG03900	ieu-b-4841	SAS	327.727
HG03902	HG03902	ieu-b-4841	SAS	-49.3536
HG03905	HG03905	ieu-b-4841	SAS	80.4007
HG03907	HG03907	ieu-b-4841	SAS	187.297
HG03908	HG03908	ieu-b-4841	SAS	73.4992
HG03910	HG03910	ieu-b-4841	SAS	209.892
HG03911	HG03911	ieu-b-4841	SAS	-350.556
HG03913	HG03913	ieu-b-4841	SAS	454.226
HG03914	HG03914	ieu-b-4841	SAS	228.83
HG03916	HG03916	ieu-b-4841	SAS	257.979
HG03917	HG03917	ieu-b-4841	SAS	255.657
HG03919	HG03919	ieu-b-4841	SAS	236.665
HG03920	HG03920	ieu-b-4841	SAS	61.2454
HG03922	HG03922	ieu-b-4841	SAS	72.4516
HG03925	HG03925	ieu-b-4841	SAS	-22.1393
HG03926	HG03926	ieu-b-4841	SAS	307.995
HG03928	HG03928	ieu-b-4841	SAS	216.785
HG03931	HG03931	ieu-b-4841	SAS	130.898
HG03934	HG03934	ieu-b-4841	SAS	352.235
HG03937	HG03937	ieu-b-4841	SAS	-32.9279
HG03940	HG03940	ieu-b-4841	SAS	400.96
HG03941	HG03941	ieu-b-4841	SAS	400.063
HG03943	HG03943	ieu-b-4841	SAS	215.311
HG03944	HG03944	ieu-b-4841	SAS	469.732
HG03945	HG03945	ieu-b-4841	SAS	169.485
HG03947	HG03947	ieu-b-4841	SAS	525.12
HG03949	HG03949	ieu-b-4841	SAS	98.7208
HG03950	HG03950	ieu-b-4841	SAS	54.989
HG03951	HG03951	ieu-b-4841	SAS	217.367
HG03953	HG03953	ieu-b-4841	SAS	358.508
HG03955	HG03955	ieu-b-4841	SAS	34.5638
HG03960	HG03960	ieu-b-4841	SAS	97.2531
HG03963	HG03963	ieu-b-4841	SAS	-108.874
HG03965	HG03965	ieu-b-4841	SAS	499.181
HG03967	HG03967	ieu-b-4841	SAS	-10.3297
HG03968	HG03968	ieu-b-4841	SAS	545.79
HG03969	HG03969	ieu-b-4841	SAS	143.099
HG03971	HG03971	ieu-b-4841	SAS	456.442
HG03973	HG03973	ieu-b-4841	SAS	74.2355
HG03974	HG03974	ieu-b-4841	SAS	394.398
HG03976	HG03976	ieu-b-4841	SAS	453.937
HG03977	HG03977	ieu-b-4841	SAS	231.365
HG03978	HG03978	ieu-b-4841	SAS	235.023
HG03985	HG03985	ieu-b-4841	SAS	218.19
HG03986	HG03986	ieu-b-4841	SAS	-49.2398
HG03989	HG03989	ieu-b-4841	SAS	131.14
HG03990	HG03990	ieu-b-4841	SAS	114.161
HG03991	HG03991	ieu-b-4841	SAS	151.348
HG03995	HG03995	ieu-b-4841	SAS	203.719
HG03998	HG03998	ieu-b-4841	SAS	167.028
HG03999	HG03999	ieu-b-4841	SAS	179.594
HG04001	HG04001	ieu-b-4841	SAS	308.542
HG04002	HG04002	ieu-b-4841	SAS	73.2319
HG04003	HG04003	ieu-b-4841	SAS	352.748
HG04006	HG04006	ieu-b-4841	SAS	110.308
HG04014	HG04014	ieu-b-4841	SAS	280.11
HG04015	HG04015	ieu-b-4841	SAS	325.359
HG04017	HG04017	ieu-b-4841	SAS	216.175
HG04018	HG04018	ieu-b-4841	SAS	25.2072
HG04019	HG04019	ieu-b-4841	SAS	256.479
HG04020	HG04020	ieu-b-4841	SAS	171.805
HG04022	HG04022	ieu-b-4841	SAS	241.858
HG04023	HG04023	ieu-b-4841	SAS	540.793
HG04025	HG04025	ieu-b-4841	SAS	190.335
HG04026	HG04026	ieu-b-4841	SAS	335.768
HG04029	HG04029	ieu-b-4841	SAS	252.473
HG04033	HG04033	ieu-b-4841	SAS	81.352
HG04035	HG04035	ieu-b-4841	SAS	104.36
HG04038	HG04038	ieu-b-4841	SAS	77.0999
HG04039	HG04039	ieu-b-4841	SAS	209.096
HG04042	HG04042	ieu-b-4841	SAS	174.35
HG04047	HG04047	ieu-b-4841	SAS	295.752
HG04054	HG04054	ieu-b-4841	SAS	-85.8608
HG04056	HG04056	ieu-b-4841	SAS	288.094
HG04059	HG04059	ieu-b-4841	SAS	-99.9244
HG04060	HG04060	ieu-b-4841	SAS	37.2577
HG04061	HG04061	ieu-b-4841	SAS	273.778
HG04062	HG04062	ieu-b-4841	SAS	-85.4544
HG04063	HG04063	ieu-b-4841	SAS	-132.288
HG04070	HG04070	ieu-b-4841	SAS	21.1752
HG04075	HG04075	ieu-b-4841	SAS	-182.572
HG04076	HG04076	ieu-b-4841	SAS	328.537
HG04080	HG04080	ieu-b-4841	SAS	422.403
HG04090	HG04090	ieu-b-4841	SAS	273.217
HG04093	HG04093	ieu-b-4841	SAS	258.883
HG04094	HG04094	ieu-b-4841	SAS	136.105
HG04096	HG04096	ieu-b-4841	SAS	225.672
HG04098	HG04098	ieu-b-4841	SAS	283.927
HG04099	HG04099	ieu-b-4841	SAS	281.098
HG04100	HG04100	ieu-b-4841	SAS	155.824
HG04106	HG04106	ieu-b-4841	SAS	20.673
HG04107	HG04107	ieu-b-4841	SAS	520.929
HG04118	HG04118	ieu-b-4841	SAS	196.701
HG04131	HG04131	ieu-b-4841	SAS	188.254
HG04134	HG04134	ieu-b-4841	SAS	179.78
HG04140	HG04140	ieu-b-4841	SAS	334.782
HG04141	HG04141	ieu-b-4841	SAS	371.943
HG04144	HG04144	ieu-b-4841	SAS	54.6892
HG04146	HG04146	ieu-b-4841	SAS	161.402
HG04152	HG04152	ieu-b-4841	SAS	643.643
HG04153	HG04153	ieu-b-4841	SAS	187.774
HG04155	HG04155	ieu-b-4841	SAS	82.1543
HG04156	HG04156	ieu-b-4841	SAS	-7.40216
HG04158	HG04158	ieu-b-4841	SAS	417.626
HG04159	HG04159	ieu-b-4841	SAS	232.978
HG04161	HG04161	ieu-b-4841	SAS	98.8728
HG04162	HG04162	ieu-b-4841	SAS	332.413
HG04164	HG04164	ieu-b-4841	SAS	286.921
HG04171	HG04171	ieu-b-4841	SAS	453.335
HG04173	HG04173	ieu-b-4841	SAS	-6.13361
HG04176	HG04176	ieu-b-4841	SAS	-41.1246
HG04177	HG04177	ieu-b-4841	SAS	177.067
HG04180	HG04180	ieu-b-4841	SAS	192.21
HG04182	HG04182	ieu-b-4841	SAS	265.841
HG04183	HG04183	ieu-b-4841	SAS	89.0535
HG04185	HG04185	ieu-b-4841	SAS	109.541
HG04186	HG04186	ieu-b-4841	SAS	-112.22
HG04188	HG04188	ieu-b-4841	SAS	164.219
HG04189	HG04189	ieu-b-4841	SAS	230.929
HG04194	HG04194	ieu-b-4841	SAS	327.502
HG04195	HG04195	ieu-b-4841	SAS	141.03
HG04198	HG04198	ieu-b-4841	SAS	471.715
HG04200	HG04200	ieu-b-4841	SAS	332.477
HG04202	HG04202	ieu-b-4841	SAS	163.236
HG04206	HG04206	ieu-b-4841	SAS	140.734
HG04209	HG04209	ieu-b-4841	SAS	191.148
HG04210	HG04210	ieu-b-4841	SAS	110.779
HG04211	HG04211	ieu-b-4841	SAS	230.503
HG04212	HG04212	ieu-b-4841	SAS	232.215
HG04214	HG04214	ieu-b-4841	SAS	293.048
HG04216	HG04216	ieu-b-4841	SAS	184.55
HG04219	HG04219	ieu-b-4841	SAS	97.4019
HG04222	HG04222	ieu-b-4841	SAS	159.816
HG04225	HG04225	ieu-b-4841	SAS	329.958
HG04227	HG04227	ieu-b-4841	SAS	269.563
HG04229	HG04229	ieu-b-4841	SAS	-126.541
HG04235	HG04235	ieu-b-4841	SAS	285.215
HG04238	HG04238	ieu-b-4841	SAS	108.088
HG04239	HG04239	ieu-b-4841	SAS	265.381
NA20845	NA20845	ieu-b-4841	SAS	340.085
NA20846	NA20846	ieu-b-4841	SAS	322.311
NA20847	NA20847	ieu-b-4841	SAS	31.7416
NA20849	NA20849	ieu-b-4841	SAS	390.608
NA20850	NA20850	ieu-b-4841	SAS	69.8435
NA20851	NA20851	ieu-b-4841	SAS	387.436
NA20852	NA20852	ieu-b-4841	SAS	260.014
NA20853	NA20853	ieu-b-4841	SAS	343.598
NA20854	NA20854	ieu-b-4841	SAS	338.817
NA20856	NA20856	ieu-b-4841	SAS	354.449
NA20858	NA20858	ieu-b-4841	SAS	71.8853
NA20859	NA20859	ieu-b-4841	SAS	159.027
NA20861	NA20861	ieu-b-4841	SAS	50.832
NA20862	NA20862	ieu-b-4841	SAS	13.4241
NA20863	NA20863	ieu-b-4841	SAS	1.42592
NA20864	NA20864	ieu-b-4841	SAS	-51.5701
NA20866	NA20866	ieu-b-4841	SAS	192.081
NA20867	NA20867	ieu-b-4841	SAS	116.619
NA20868	NA20868	ieu-b-4841	SAS	61.1772
NA20869	NA20869	ieu-b-4841	SAS	308.075
NA20870	NA20870	ieu-b-4841	SAS	361.031
NA20872	NA20872	ieu-b-4841	SAS	327.98
NA20874	NA20874	ieu-b-4841	SAS	-122.897
NA20875	NA20875	ieu-b-4841	SAS	162.525
NA20876	NA20876	ieu-b-4841	SAS	128.252
NA20877	NA20877	ieu-b-4841	SAS	175.369
NA20878	NA20878	ieu-b-4841	SAS	-33.3542
NA20881	NA20881	ieu-b-4841	SAS	87.9202
NA20882	NA20882	ieu-b-4841	SAS	20.0221
NA20884	NA20884	ieu-b-4841	SAS	191.448
NA20885	NA20885	ieu-b-4841	SAS	124.9
NA20886	NA20886	ieu-b-4841	SAS	249.071
NA20887	NA20887	ieu-b-4841	SAS	130.643
NA20888	NA20888	ieu-b-4841	SAS	213.765
NA20889	NA20889	ieu-b-4841	SAS	139.992
NA20890	NA20890	ieu-b-4841	SAS	352.653
NA20891	NA20891	ieu-b-4841	SAS	239.087
NA20892	NA20892	ieu-b-4841	SAS	-208.1
NA20894	NA20894	ieu-b-4841	SAS	93.2004
NA20895	NA20895	ieu-b-4841	SAS	158.528
NA20896	NA20896	ieu-b-4841	SAS	500.687
NA20897	NA20897	ieu-b-4841	SAS	28.7827
NA20899	NA20899	ieu-b-4841	SAS	-157.509
NA20900	NA20900	ieu-b-4841	SAS	337.593
NA20901	NA20901	ieu-b-4841	SAS	171.447
NA20902	NA20902	ieu-b-4841	SAS	407.821
NA20903	NA20903	ieu-b-4841	SAS	247.374
NA20904	NA20904	ieu-b-4841	SAS	203.594
NA20905	NA20905	ieu-b-4841	SAS	419.711
NA20906	NA20906	ieu-b-4841	SAS	218.574
NA20908	NA20908	ieu-b-4841	SAS	79.2008
NA20910	NA20910	ieu-b-4841	SAS	119.743
NA20911	NA20911	ieu-b-4841	SAS	491.224
NA21086	NA21086	ieu-b-4841	SAS	232.842
NA21087	NA21087	ieu-b-4841	SAS	90.4266
NA21088	NA21088	ieu-b-4841	SAS	252.037
NA21089	NA21089	ieu-b-4841	SAS	112.21
NA21090	NA21090	ieu-b-4841	SAS	-144.66
NA21091	NA21091	ieu-b-4841	SAS	187.771
NA21092	NA21092	ieu-b-4841	SAS	70.4358
NA21093	NA21093	ieu-b-4841	SAS	394.551
NA21094	NA21094	ieu-b-4841	SAS	369.935
NA21095	NA21095	ieu-b-4841	SAS	227.299
NA21097	NA21097	ieu-b-4841	SAS	-17.8828
NA21098	NA21098	ieu-b-4841	SAS	190.265
NA21099	NA21099	ieu-b-4841	SAS	98.3614
NA21100	NA21100	ieu-b-4841	SAS	249.487
NA21101	NA21101	ieu-b-4841	SAS	124.521
NA21102	NA21102	ieu-b-4841	SAS	130.234
NA21103	NA21103	ieu-b-4841	SAS	-7.20534
NA21104	NA21104	ieu-b-4841	SAS	442.59
NA21105	NA21105	ieu-b-4841	SAS	364.661
NA21106	NA21106	ieu-b-4841	SAS	-33.0505
NA21107	NA21107	ieu-b-4841	SAS	171.077
NA21108	NA21108	ieu-b-4841	SAS	44.5553
NA21109	NA21109	ieu-b-4841	SAS	271.53
NA21110	NA21110	ieu-b-4841	SAS	250.159
NA21111	NA21111	ieu-b-4841	SAS	352.379
NA21112	NA21112	ieu-b-4841	SAS	366.858
NA21113	NA21113	ieu-b-4841	SAS	236.582
NA21114	NA21114	ieu-b-4841	SAS	157.374
NA21115	NA21115	ieu-b-4841	SAS	21.9978
NA21116	NA21116	ieu-b-4841	SAS	241.764
NA21117	NA21117	ieu-b-4841	SAS	253.563
NA21118	NA21118	ieu-b-4841	SAS	54.1768
NA21119	NA21119	ieu-b-4841	SAS	128.646
NA21120	NA21120	ieu-b-4841	SAS	556.14
NA21122	NA21122	ieu-b-4841	SAS	-55.1508
NA21123	NA21123	ieu-b-4841	SAS	481.041
NA21124	NA21124	ieu-b-4841	SAS	202.822
NA21125	NA21125	ieu-b-4841	SAS	169.498
NA21126	NA21126	ieu-b-4841	SAS	-16.9896
NA21127	NA21127	ieu-b-4841	SAS	199.897
NA21128	NA21128	ieu-b-4841	SAS	228.802
NA21129	NA21129	ieu-b-4841	SAS	128.747
NA21130	NA21130	ieu-b-4841	SAS	-2.67885
NA21133	NA21133	ieu-b-4841	SAS	226.066
NA21135	NA21135	ieu-b-4841	SAS	-28.6423
NA21137	NA21137	ieu-b-4841	SAS	183.926
NA21141	NA21141	ieu-b-4841	SAS	113.491
NA21142	NA21142	ieu-b-4841	SAS	263.765
NA21143	NA21143	ieu-b-4841	SAS	299.115
NA21144	NA21144	ieu-b-4841	SAS	205.492
HG01879	HG01879	ieu-b-4843	AFR	68.8485
HG01880	HG01880	ieu-b-4843	AFR	242.297
HG01882	HG01882	ieu-b-4843	AFR	233.952
HG01883	HG01883	ieu-b-4843	AFR	151.676
HG01885	HG01885	ieu-b-4843	AFR	139.328
HG01886	HG01886	ieu-b-4843	AFR	162.612
HG01889	HG01889	ieu-b-4843	AFR	44.8601
HG01890	HG01890	ieu-b-4843	AFR	-17.9385
HG01894	HG01894	ieu-b-4843	AFR	85.6217
HG01896	HG01896	ieu-b-4843	AFR	321.813
HG01912	HG01912	ieu-b-4843	AFR	50.5493
HG01914	HG01914	ieu-b-4843	AFR	161.753
HG01915	HG01915	ieu-b-4843	AFR	204.929
HG01956	HG01956	ieu-b-4843	AFR	194.918
HG01958	HG01958	ieu-b-4843	AFR	109.875
HG01985	HG01985	ieu-b-4843	AFR	217.469
HG01986	HG01986	ieu-b-4843	AFR	174.59
HG01988	HG01988	ieu-b-4843	AFR	124.847
HG01989	HG01989	ieu-b-4843	AFR	156.477
HG01990	HG01990	ieu-b-4843	AFR	31.7876
HG02009	HG02009	ieu-b-4843	AFR	207.619
HG02010	HG02010	ieu-b-4843	AFR	186.058
HG02012	HG02012	ieu-b-4843	AFR	236.121
HG02013	HG02013	ieu-b-4843	AFR	233.05
HG02014	HG02014	ieu-b-4843	AFR	212.144
