FID	IID	Trait	Pop	PGS		
HG02086	HG02086	ieu-b-4841	EAS	260.094	KHV	EAS
HG02087	HG02087	ieu-b-4841	EAS	174.856	KHV	EAS
HG02088	HG02088	ieu-b-4841	EAS	177.09	KHV	EAS
HG02113	HG02113	ieu-b-4841	EAS	450.618	KHV	EAS
HG02116	HG02116	ieu-b-4841	EAS	332.03	KHV	EAS
HG02121	HG02121	ieu-b-4841	EAS	372.714	KHV	EAS
HG02122	HG02122	ieu-b-4841	EAS	119.326	KHV	EAS
HG02127	HG02127	ieu-b-4841	EAS	253.271	KHV	EAS
HG02128	HG02128	ieu-b-4841	EAS	217.943	KHV	EAS
HG02130	HG02130	ieu-b-4841	EAS	373.965	KHV	EAS
HG02131	HG02131	ieu-b-4841	EAS	164.362	KHV	EAS
HG02133	HG02133	ieu-b-4841	EAS	0.302055	KHV	EAS
HG02134	HG02134	ieu-b-4841	EAS	199.94	KHV	EAS
HG02136	HG02136	ieu-b-4841	EAS	65.8552	KHV	EAS
HG02137	HG02137	ieu-b-4841	EAS	244.937	KHV	EAS
HG02138	HG02138	ieu-b-4841	EAS	278.426	KHV	EAS
HG02139	HG02139	ieu-b-4841	EAS	67.9122	KHV	EAS
HG02140	HG02140	ieu-b-4841	EAS	98.7018	KHV	EAS
HG02141	HG02141	ieu-b-4841	EAS	410.68	KHV	EAS
HG02142	HG02142	ieu-b-4841	EAS	178.378	KHV	EAS
HG02151	HG02151	ieu-b-4841	EAS	108.906	CDX	EAS
HG02152	HG02152	ieu-b-4841	EAS	182.355	CDX	EAS
HG02153	HG02153	ieu-b-4841	EAS	392.674	CDX	EAS
HG02154	HG02154	ieu-b-4841	EAS	296.173	CDX	EAS
HG02155	HG02155	ieu-b-4841	EAS	641.741	CDX	EAS
HG02156	HG02156	ieu-b-4841	EAS	671.344	CDX	EAS
HG02164	HG02164	ieu-b-4841	EAS	261.72	CDX	EAS
HG02165	HG02165	ieu-b-4841	EAS	306.472	CDX	EAS
HG02166	HG02166	ieu-b-4841	EAS	484.24	CDX	EAS
HG02178	HG02178	ieu-b-4841	EAS	169.594	CDX	EAS
HG02179	HG02179	ieu-b-4841	EAS	254.923	CDX	EAS
HG02180	HG02180	ieu-b-4841	EAS	354.284	CDX	EAS
HG02181	HG02181	ieu-b-4841	EAS	385.35	CDX	EAS
HG02182	HG02182	ieu-b-4841	EAS	526.212	CDX	EAS
HG02184	HG02184	ieu-b-4841	EAS	83.8638	CDX	EAS
HG02185	HG02185	ieu-b-4841	EAS	167.134	CDX	EAS
HG02186	HG02186	ieu-b-4841	EAS	230.132	CDX	EAS
HG02187	HG02187	ieu-b-4841	EAS	311.454	CDX	EAS
HG02188	HG02188	ieu-b-4841	EAS	284.612	CDX	EAS
HG02190	HG02190	ieu-b-4841	EAS	331.684	CDX	EAS
HG02250	HG02250	ieu-b-4841	EAS	166.484	CDX	EAS
HG02351	HG02351	ieu-b-4841	EAS	312.847	CDX	EAS
HG02353	HG02353	ieu-b-4841	EAS	-6.24375	CDX	EAS
HG02355	HG02355	ieu-b-4841	EAS	34.7555	CDX	EAS
HG02356	HG02356	ieu-b-4841	EAS	368.951	CDX	EAS
HG02360	HG02360	ieu-b-4841	EAS	150.514	CDX	EAS
HG02364	HG02364	ieu-b-4841	EAS	170.945	CDX	EAS
HG02367	HG02367	ieu-b-4841	EAS	308.864	CDX	EAS
HG02371	HG02371	ieu-b-4841	EAS	-94.3153	CDX	EAS
HG02373	HG02373	ieu-b-4841	EAS	155.386	CDX	EAS
HG02374	HG02374	ieu-b-4841	EAS	216.299	CDX	EAS
HG02375	HG02375	ieu-b-4841	EAS	150.437	CDX	EAS
HG02379	HG02379	ieu-b-4841	EAS	288.059	CDX	EAS
HG02380	HG02380	ieu-b-4841	EAS	643.765	CDX	EAS
HG02382	HG02382	ieu-b-4841	EAS	425.502	CDX	EAS
HG02383	HG02383	ieu-b-4841	EAS	273.211	CDX	EAS
HG02384	HG02384	ieu-b-4841	EAS	91.8306	CDX	EAS
HG02385	HG02385	ieu-b-4841	EAS	432.845	CDX	EAS
HG02386	HG02386	ieu-b-4841	EAS	257.257	CDX	EAS
HG02389	HG02389	ieu-b-4841	EAS	105.622	CDX	EAS
HG02390	HG02390	ieu-b-4841	EAS	358.796	CDX	EAS
HG02391	HG02391	ieu-b-4841	EAS	90.0958	CDX	EAS
HG02392	HG02392	ieu-b-4841	EAS	347.587	CDX	EAS
HG02394	HG02394	ieu-b-4841	EAS	279.938	CDX	EAS
HG02395	HG02395	ieu-b-4841	EAS	272.121	CDX	EAS
HG02396	HG02396	ieu-b-4841	EAS	326.422	CDX	EAS
HG02397	HG02397	ieu-b-4841	EAS	185.005	CDX	EAS
HG02398	HG02398	ieu-b-4841	EAS	266.711	CDX	EAS
HG02399	HG02399	ieu-b-4841	EAS	360.827	CDX	EAS
HG02401	HG02401	ieu-b-4841	EAS	-20.2112	CDX	EAS
HG02402	HG02402	ieu-b-4841	EAS	-150.811	CDX	EAS
HG02406	HG02406	ieu-b-4841	EAS	324.441	CDX	EAS
HG02407	HG02407	ieu-b-4841	EAS	135.038	CDX	EAS
HG02408	HG02408	ieu-b-4841	EAS	120.016	CDX	EAS
HG02409	HG02409	ieu-b-4841	EAS	296.713	CDX	EAS
HG02410	HG02410	ieu-b-4841	EAS	192.427	CDX	EAS
HG02512	HG02512	ieu-b-4841	EAS	142.159	KHV	EAS
HG02513	HG02513	ieu-b-4841	EAS	262.234	KHV	EAS
HG02521	HG02521	ieu-b-4841	EAS	254.132	KHV	EAS
HG02522	HG02522	ieu-b-4841	EAS	249.595	KHV	EAS
NA18525	NA18525	ieu-b-4841	EAS	73.0849	CHB	EAS
NA18526	NA18526	ieu-b-4841	EAS	307.501	CHB	EAS
NA18528	NA18528	ieu-b-4841	EAS	243.674	CHB	EAS
NA18530	NA18530	ieu-b-4841	EAS	347.055	CHB	EAS
NA18531	NA18531	ieu-b-4841	EAS	397.409	CHB	EAS
NA18532	NA18532	ieu-b-4841	EAS	113.924	CHB	EAS
NA18533	NA18533	ieu-b-4841	EAS	23.7262	CHB	EAS
NA18534	NA18534	ieu-b-4841	EAS	216.837	CHB	EAS
NA18535	NA18535	ieu-b-4841	EAS	89.1864	CHB	EAS
NA18536	NA18536	ieu-b-4841	EAS	210.462	CHB	EAS
NA18537	NA18537	ieu-b-4841	EAS	178.753	CHB	EAS
NA18538	NA18538	ieu-b-4841	EAS	388.14	CHB	EAS
NA18539	NA18539	ieu-b-4841	EAS	106.871	CHB	EAS
NA18541	NA18541	ieu-b-4841	EAS	283.622	CHB	EAS
NA18542	NA18542	ieu-b-4841	EAS	172.799	CHB	EAS
NA18543	NA18543	ieu-b-4841	EAS	150.15	CHB	EAS
NA18544	NA18544	ieu-b-4841	EAS	261.65	CHB	EAS
NA18545	NA18545	ieu-b-4841	EAS	72.8687	CHB	EAS
NA18546	NA18546	ieu-b-4841	EAS	591.897	CHB	EAS
NA18547	NA18547	ieu-b-4841	EAS	23.2382	CHB	EAS
NA18548	NA18548	ieu-b-4841	EAS	336.221	CHB	EAS
NA18549	NA18549	ieu-b-4841	EAS	391.205	CHB	EAS
NA18550	NA18550	ieu-b-4841	EAS	395.759	CHB	EAS
NA18552	NA18552	ieu-b-4841	EAS	378.071	CHB	EAS
NA18553	NA18553	ieu-b-4841	EAS	325.848	CHB	EAS
NA18555	NA18555	ieu-b-4841	EAS	492.623	CHB	EAS
NA18557	NA18557	ieu-b-4841	EAS	6.93169	CHB	EAS
NA18558	NA18558	ieu-b-4841	EAS	244.115	CHB	EAS
NA18559	NA18559	ieu-b-4841	EAS	165.606	CHB	EAS
NA18560	NA18560	ieu-b-4841	EAS	-61.8066	CHB	EAS
NA18561	NA18561	ieu-b-4841	EAS	399.917	CHB	EAS
NA18562	NA18562	ieu-b-4841	EAS	332.307	CHB	EAS
NA18563	NA18563	ieu-b-4841	EAS	308.393	CHB	EAS
NA18564	NA18564	ieu-b-4841	EAS	222.143	CHB	EAS
NA18565	NA18565	ieu-b-4841	EAS	-128.763	CHB	EAS
NA18566	NA18566	ieu-b-4841	EAS	312.29	CHB	EAS
NA18567	NA18567	ieu-b-4841	EAS	333.245	CHB	EAS
NA18570	NA18570	ieu-b-4841	EAS	412.821	CHB	EAS
NA18571	NA18571	ieu-b-4841	EAS	381.251	CHB	EAS
NA18572	NA18572	ieu-b-4841	EAS	291.426	CHB	EAS
NA18573	NA18573	ieu-b-4841	EAS	362.156	CHB	EAS
NA18574	NA18574	ieu-b-4841	EAS	593.821	CHB	EAS
NA18577	NA18577	ieu-b-4841	EAS	109.5	CHB	EAS
NA18579	NA18579	ieu-b-4841	EAS	186.201	CHB	EAS
NA18582	NA18582	ieu-b-4841	EAS	135.822	CHB	EAS
NA18591	NA18591	ieu-b-4841	EAS	84.7093	CHB	EAS
NA18592	NA18592	ieu-b-4841	EAS	348.114	CHB	EAS
NA18593	NA18593	ieu-b-4841	EAS	59.1871	CHB	EAS
NA18595	NA18595	ieu-b-4841	EAS	338.308	CHB	EAS
NA18596	NA18596	ieu-b-4841	EAS	213.946	CHB	EAS
NA18597	NA18597	ieu-b-4841	EAS	326.947	CHB	EAS
NA18599	NA18599	ieu-b-4841	EAS	333.9	CHB	EAS
NA18602	NA18602	ieu-b-4841	EAS	388.16	CHB	EAS
NA18603	NA18603	ieu-b-4841	EAS	437.272	CHB	EAS
NA18605	NA18605	ieu-b-4841	EAS	-43.8979	CHB	EAS
NA18606	NA18606	ieu-b-4841	EAS	442.697	CHB	EAS
NA18608	NA18608	ieu-b-4841	EAS	148.588	CHB	EAS
NA18609	NA18609	ieu-b-4841	EAS	-158.37	CHB	EAS
NA18610	NA18610	ieu-b-4841	EAS	294.537	CHB	EAS
NA18611	NA18611	ieu-b-4841	EAS	319.598	CHB	EAS
NA18612	NA18612	ieu-b-4841	EAS	346.785	CHB	EAS
NA18613	NA18613	ieu-b-4841	EAS	359.312	CHB	EAS
NA18614	NA18614	ieu-b-4841	EAS	459.058	CHB	EAS
NA18615	NA18615	ieu-b-4841	EAS	461.873	CHB	EAS
NA18616	NA18616	ieu-b-4841	EAS	146.287	CHB	EAS
NA18617	NA18617	ieu-b-4841	EAS	55.7005	CHB	EAS
NA18618	NA18618	ieu-b-4841	EAS	535.421	CHB	EAS
NA18619	NA18619	ieu-b-4841	EAS	345.691	CHB	EAS
NA18620	NA18620	ieu-b-4841	EAS	440.664	CHB	EAS
NA18621	NA18621	ieu-b-4841	EAS	400.34	CHB	EAS
NA18622	NA18622	ieu-b-4841	EAS	92.4914	CHB	EAS
NA18623	NA18623	ieu-b-4841	EAS	165.5	CHB	EAS
NA18624	NA18624	ieu-b-4841	EAS	221.605	CHB	EAS
NA18625	NA18625	ieu-b-4841	EAS	419.105	CHB	EAS
NA18626	NA18626	ieu-b-4841	EAS	283.742	CHB	EAS
NA18627	NA18627	ieu-b-4841	EAS	19.3679	CHB	EAS
NA18628	NA18628	ieu-b-4841	EAS	246.388	CHB	EAS
NA18629	NA18629	ieu-b-4841	EAS	303.394	CHB	EAS
NA18630	NA18630	ieu-b-4841	EAS	34.3819	CHB	EAS
NA18631	NA18631	ieu-b-4841	EAS	145.854	CHB	EAS
NA18632	NA18632	ieu-b-4841	EAS	127.272	CHB	EAS
NA18633	NA18633	ieu-b-4841	EAS	133.02	CHB	EAS
NA18634	NA18634	ieu-b-4841	EAS	227.269	CHB	EAS
NA18635	NA18635	ieu-b-4841	EAS	394.316	CHB	EAS
NA18636	NA18636	ieu-b-4841	EAS	198.006	CHB	EAS
NA18637	NA18637	ieu-b-4841	EAS	-35.5233	CHB	EAS
NA18638	NA18638	ieu-b-4841	EAS	271.739	CHB	EAS
NA18639	NA18639	ieu-b-4841	EAS	359.782	CHB	EAS
NA18640	NA18640	ieu-b-4841	EAS	257.788	CHB	EAS
NA18641	NA18641	ieu-b-4841	EAS	353.378	CHB	EAS
NA18642	NA18642	ieu-b-4841	EAS	65.56	CHB	EAS
NA18643	NA18643	ieu-b-4841	EAS	360.187	CHB	EAS
NA18644	NA18644	ieu-b-4841	EAS	517.039	CHB	EAS
NA18645	NA18645	ieu-b-4841	EAS	198.771	CHB	EAS
NA18646	NA18646	ieu-b-4841	EAS	139.365	CHB	EAS
NA18647	NA18647	ieu-b-4841	EAS	169.376	CHB	EAS
NA18648	NA18648	ieu-b-4841	EAS	58.8954	CHB	EAS
NA18740	NA18740	ieu-b-4841	EAS	162.883	CHB	EAS
NA18745	NA18745	ieu-b-4841	EAS	413.584	CHB	EAS
NA18747	NA18747	ieu-b-4841	EAS	455.225	CHB	EAS
NA18748	NA18748	ieu-b-4841	EAS	295.34	CHB	EAS
NA18749	NA18749	ieu-b-4841	EAS	422.29	CHB	EAS
NA18757	NA18757	ieu-b-4841	EAS	234.293	CHB	EAS
NA18939	NA18939	ieu-b-4841	EAS	295.748	JPT	EAS
NA18940	NA18940	ieu-b-4841	EAS	66.0055	JPT	EAS
NA18941	NA18941	ieu-b-4841	EAS	102.639	JPT	EAS
NA18942	NA18942	ieu-b-4841	EAS	535.699	JPT	EAS
NA18943	NA18943	ieu-b-4841	EAS	356.161	JPT	EAS
NA18944	NA18944	ieu-b-4841	EAS	511.198	JPT	EAS
NA18945	NA18945	ieu-b-4841	EAS	69.8897	JPT	EAS
NA18946	NA18946	ieu-b-4841	EAS	90.4229	JPT	EAS
NA18947	NA18947	ieu-b-4841	EAS	375.161	JPT	EAS
NA18948	NA18948	ieu-b-4841	EAS	377.027	JPT	EAS
NA18949	NA18949	ieu-b-4841	EAS	274.479	JPT	EAS
NA18950	NA18950	ieu-b-4841	EAS	232.399	JPT	EAS
NA18951	NA18951	ieu-b-4841	EAS	231.421	JPT	EAS
NA18952	NA18952	ieu-b-4841	EAS	275.895	JPT	EAS
NA18953	NA18953	ieu-b-4841	EAS	250.442	JPT	EAS
NA18954	NA18954	ieu-b-4841	EAS	310.113	JPT	EAS
NA18956	NA18956	ieu-b-4841	EAS	116.924	JPT	EAS
NA18957	NA18957	ieu-b-4841	EAS	24.7048	JPT	EAS
NA18959	NA18959	ieu-b-4841	EAS	47.219	JPT	EAS
NA18960	NA18960	ieu-b-4841	EAS	223.932	JPT	EAS
NA18961	NA18961	ieu-b-4841	EAS	108.383	JPT	EAS
NA18962	NA18962	ieu-b-4841	EAS	339.241	JPT	EAS
NA18963	NA18963	ieu-b-4841	EAS	119.875	JPT	EAS
NA18964	NA18964	ieu-b-4841	EAS	174.964	JPT	EAS
NA18965	NA18965	ieu-b-4841	EAS	222.192	JPT	EAS
NA18966	NA18966	ieu-b-4841	EAS	183.686	JPT	EAS
NA18967	NA18967	ieu-b-4841	EAS	431.541	JPT	EAS
NA18968	NA18968	ieu-b-4841	EAS	183.704	JPT	EAS
NA18969	NA18969	ieu-b-4841	EAS	268.166	JPT	EAS
NA18970	NA18970	ieu-b-4841	EAS	316.634	JPT	EAS
NA18971	NA18971	ieu-b-4841	EAS	161.488	JPT	EAS
NA18972	NA18972	ieu-b-4841	EAS	264.425	JPT	EAS
NA18973	NA18973	ieu-b-4841	EAS	167.395	JPT	EAS
NA18974	NA18974	ieu-b-4841	EAS	119.175	JPT	EAS
NA18975	NA18975	ieu-b-4841	EAS	96.4369	JPT	EAS
NA18976	NA18976	ieu-b-4841	EAS	442.695	JPT	EAS
NA18977	NA18977	ieu-b-4841	EAS	289.368	JPT	EAS
NA18978	NA18978	ieu-b-4841	EAS	260.109	JPT	EAS
NA18979	NA18979	ieu-b-4841	EAS	316.839	JPT	EAS
NA18980	NA18980	ieu-b-4841	EAS	269.222	JPT	EAS
NA18981	NA18981	ieu-b-4841	EAS	302.054	JPT	EAS
NA18982	NA18982	ieu-b-4841	EAS	-213.931	JPT	EAS
NA18983	NA18983	ieu-b-4841	EAS	195.579	JPT	EAS
NA18984	NA18984	ieu-b-4841	EAS	-22.8366	JPT	EAS
NA18985	NA18985	ieu-b-4841	EAS	76.3089	JPT	EAS
NA18986	NA18986	ieu-b-4841	EAS	51.3164	JPT	EAS
NA18987	NA18987	ieu-b-4841	EAS	260.973	JPT	EAS
NA18988	NA18988	ieu-b-4841	EAS	200.452	JPT	EAS
NA18989	NA18989	ieu-b-4841	EAS	323.718	JPT	EAS
NA18990	NA18990	ieu-b-4841	EAS	198.784	JPT	EAS
NA18991	NA18991	ieu-b-4841	EAS	486.116	JPT	EAS
NA18992	NA18992	ieu-b-4841	EAS	341.643	JPT	EAS
NA18993	NA18993	ieu-b-4841	EAS	183.616	JPT	EAS
NA18994	NA18994	ieu-b-4841	EAS	114.394	JPT	EAS
NA18995	NA18995	ieu-b-4841	EAS	203.58	JPT	EAS
NA18997	NA18997	ieu-b-4841	EAS	321.729	JPT	EAS
NA18998	NA18998	ieu-b-4841	EAS	264.339	JPT	EAS
NA18999	NA18999	ieu-b-4841	EAS	173.284	JPT	EAS
NA19000	NA19000	ieu-b-4841	EAS	-30.0361	JPT	EAS
NA19001	NA19001	ieu-b-4841	EAS	154.699	JPT	EAS
NA19002	NA19002	ieu-b-4841	EAS	570.908	JPT	EAS
NA19003	NA19003	ieu-b-4841	EAS	451.368	JPT	EAS
NA19004	NA19004	ieu-b-4841	EAS	280.653	JPT	EAS
NA19005	NA19005	ieu-b-4841	EAS	18.9243	JPT	EAS
NA19006	NA19006	ieu-b-4841	EAS	156.07	JPT	EAS
NA19007	NA19007	ieu-b-4841	EAS	326.022	JPT	EAS
NA19009	NA19009	ieu-b-4841	EAS	340.41	JPT	EAS
NA19010	NA19010	ieu-b-4841	EAS	-26.0058	JPT	EAS
NA19011	NA19011	ieu-b-4841	EAS	317.182	JPT	EAS
NA19012	NA19012	ieu-b-4841	EAS	440.821	JPT	EAS
NA19054	NA19054	ieu-b-4841	EAS	329.784	JPT	EAS
NA19055	NA19055	ieu-b-4841	EAS	107.871	JPT	EAS
NA19056	NA19056	ieu-b-4841	EAS	260.618	JPT	EAS
NA19057	NA19057	ieu-b-4841	EAS	494.604	JPT	EAS
NA19058	NA19058	ieu-b-4841	EAS	148.828	JPT	EAS
NA19059	NA19059	ieu-b-4841	EAS	306.082	JPT	EAS
NA19060	NA19060	ieu-b-4841	EAS	191.015	JPT	EAS
NA19062	NA19062	ieu-b-4841	EAS	429.534	JPT	EAS
NA19063	NA19063	ieu-b-4841	EAS	329.336	JPT	EAS
NA19064	NA19064	ieu-b-4841	EAS	158.795	JPT	EAS
NA19065	NA19065	ieu-b-4841	EAS	355.751	JPT	EAS
NA19066	NA19066	ieu-b-4841	EAS	192.52	JPT	EAS
NA19067	NA19067	ieu-b-4841	EAS	401.39	JPT	EAS
NA19068	NA19068	ieu-b-4841	EAS	174.312	JPT	EAS
NA19070	NA19070	ieu-b-4841	EAS	521.024	JPT	EAS
NA19072	NA19072	ieu-b-4841	EAS	550.956	JPT	EAS
NA19074	NA19074	ieu-b-4841	EAS	316.597	JPT	EAS
NA19075	NA19075	ieu-b-4841	EAS	279.372	JPT	EAS
NA19076	NA19076	ieu-b-4841	EAS	341.437	JPT	EAS
NA19077	NA19077	ieu-b-4841	EAS	390.498	JPT	EAS
NA19078	NA19078	ieu-b-4841	EAS	119.307	JPT	EAS
NA19079	NA19079	ieu-b-4841	EAS	362.361	JPT	EAS
NA19080	NA19080	ieu-b-4841	EAS	243.811	JPT	EAS
NA19081	NA19081	ieu-b-4841	EAS	272.147	JPT	EAS
NA19082	NA19082	ieu-b-4841	EAS	213.208	JPT	EAS
NA19083	NA19083	ieu-b-4841	EAS	32.0774	JPT	EAS
NA19084	NA19084	ieu-b-4841	EAS	188.677	JPT	EAS
NA19085	NA19085	ieu-b-4841	EAS	162.883	JPT	EAS
NA19086	NA19086	ieu-b-4841	EAS	208.777	JPT	EAS
NA19087	NA19087	ieu-b-4841	EAS	198.768	JPT	EAS
NA19088	NA19088	ieu-b-4841	EAS	261.263	JPT	EAS
NA19089	NA19089	ieu-b-4841	EAS	160.398	JPT	EAS
NA19090	NA19090	ieu-b-4841	EAS	105.592	JPT	EAS
NA19091	NA19091	ieu-b-4841	EAS	154.584	JPT	EAS
HG00096	HG00096	ieu-b-4841	EUR	160.14	GBR	EUR
HG00097	HG00097	ieu-b-4841	EUR	373.504	GBR	EUR
HG00099	HG00099	ieu-b-4841	EUR	12.3137	GBR	EUR
HG00100	HG00100	ieu-b-4841	EUR	584.931	GBR	EUR
HG00101	HG00101	ieu-b-4841	EUR	-34.3238	GBR	EUR
HG00102	HG00102	ieu-b-4841	EUR	358.236	GBR	EUR
HG00103	HG00103	ieu-b-4841	EUR	84.0977	GBR	EUR
HG00105	HG00105	ieu-b-4841	EUR	184.401	GBR	EUR
HG00106	HG00106	ieu-b-4841	EUR	303.115	GBR	EUR
HG00107	HG00107	ieu-b-4841	EUR	-318.656	GBR	EUR
HG00108	HG00108	ieu-b-4841	EUR	124.257	GBR	EUR
HG00109	HG00109	ieu-b-4841	EUR	-27.5029	GBR	EUR
HG00110	HG00110	ieu-b-4841	EUR	82.8442	GBR	EUR
HG00111	HG00111	ieu-b-4841	EUR	73.4031	GBR	EUR
HG00112	HG00112	ieu-b-4841	EUR	365.292	GBR	EUR
HG00113	HG00113	ieu-b-4841	EUR	21.8488	GBR	EUR
HG00114	HG00114	ieu-b-4841	EUR	-36.6493	GBR	EUR
HG00115	HG00115	ieu-b-4841	EUR	28.0509	GBR	EUR
HG00116	HG00116	ieu-b-4841	EUR	72.6725	GBR	EUR
HG00117	HG00117	ieu-b-4841	EUR	28.9712	GBR	EUR
HG00118	HG00118	ieu-b-4841	EUR	-179.172	GBR	EUR
HG00119	HG00119	ieu-b-4841	EUR	-201.735	GBR	EUR
HG00120	HG00120	ieu-b-4841	EUR	-212.82	GBR	EUR
HG00121	HG00121	ieu-b-4841	EUR	208.47	GBR	EUR
HG00122	HG00122	ieu-b-4841	EUR	59.8792	GBR	EUR
HG00123	HG00123	ieu-b-4841	EUR	-45.0707	GBR	EUR
HG00125	HG00125	ieu-b-4841	EUR	-195.801	GBR	EUR
HG00126	HG00126	ieu-b-4841	EUR	-348.754	GBR	EUR
HG00127	HG00127	ieu-b-4841	EUR	111.23	GBR	EUR
HG00128	HG00128	ieu-b-4841	EUR	261.495	GBR	EUR
HG00129	HG00129	ieu-b-4841	EUR	111.11	GBR	EUR
HG00130	HG00130	ieu-b-4841	EUR	270.967	GBR	EUR
HG00131	HG00131	ieu-b-4841	EUR	609.231	GBR	EUR
HG00132	HG00132	ieu-b-4841	EUR	61.887	GBR	EUR
HG00133	HG00133	ieu-b-4841	EUR	293.726	GBR	EUR
HG00136	HG00136	ieu-b-4841	EUR	219.739	GBR	EUR
HG00137	HG00137	ieu-b-4841	EUR	365.318	GBR	EUR
HG00138	HG00138	ieu-b-4841	EUR	354.553	GBR	EUR
HG00139	HG00139	ieu-b-4841	EUR	-40.4416	GBR	EUR
HG00140	HG00140	ieu-b-4841	EUR	326.289	GBR	EUR
HG00141	HG00141	ieu-b-4841	EUR	-263.926	GBR	EUR
HG00142	HG00142	ieu-b-4841	EUR	-128.456	GBR	EUR
HG00143	HG00143	ieu-b-4841	EUR	252.82	GBR	EUR
HG00145	HG00145	ieu-b-4841	EUR	-181.55	GBR	EUR
HG00146	HG00146	ieu-b-4841	EUR	596.554	GBR	EUR
HG00148	HG00148	ieu-b-4841	EUR	381.739	GBR	EUR
HG00149	HG00149	ieu-b-4841	EUR	-84.0025	GBR	EUR
HG00150	HG00150	ieu-b-4841	EUR	-62.3436	GBR	EUR
HG00151	HG00151	ieu-b-4841	EUR	295.72	GBR	EUR
HG00154	HG00154	ieu-b-4841	EUR	-101.259	GBR	EUR
HG00155	HG00155	ieu-b-4841	EUR	-67.6104	GBR	EUR
HG00157	HG00157	ieu-b-4841	EUR	-87.1518	GBR	EUR
HG00158	HG00158	ieu-b-4841	EUR	-37.1461	GBR	EUR
HG00159	HG00159	ieu-b-4841	EUR	322.687	GBR	EUR
HG00160	HG00160	ieu-b-4841	EUR	-258.916	GBR	EUR
HG00171	HG00171	ieu-b-4841	EUR	630.648	FIN	EUR
HG00173	HG00173	ieu-b-4841	EUR	-110.216	FIN	EUR
HG00174	HG00174	ieu-b-4841	EUR	278.58	FIN	EUR
HG00176	HG00176	ieu-b-4841	EUR	203.583	FIN	EUR
HG00177	HG00177	ieu-b-4841	EUR	441.534	FIN	EUR
HG00178	HG00178	ieu-b-4841	EUR	-23.9979	FIN	EUR
HG00179	HG00179	ieu-b-4841	EUR	99.5936	FIN	EUR
HG00180	HG00180	ieu-b-4841	EUR	-51.5004	FIN	EUR
HG00181	HG00181	ieu-b-4841	EUR	-106.958	FIN	EUR
HG00182	HG00182	ieu-b-4841	EUR	450.142	FIN	EUR
HG00183	HG00183	ieu-b-4841	EUR	42.9764	FIN	EUR
HG00185	HG00185	ieu-b-4841	EUR	370.229	FIN	EUR
HG00186	HG00186	ieu-b-4841	EUR	-43.2529	FIN	EUR
HG00187	HG00187	ieu-b-4841	EUR	58.3109	FIN	EUR
HG00188	HG00188	ieu-b-4841	EUR	344.264	FIN	EUR
HG00189	HG00189	ieu-b-4841	EUR	271.939	FIN	EUR
HG00190	HG00190	ieu-b-4841	EUR	148.136	FIN	EUR
HG00231	HG00231	ieu-b-4841	EUR	54.889	GBR	EUR
HG00232	HG00232	ieu-b-4841	EUR	-138.896	GBR	EUR
HG00233	HG00233	ieu-b-4841	EUR	-366.542	GBR	EUR
HG00234	HG00234	ieu-b-4841	EUR	-43.3705	GBR	EUR
HG00235	HG00235	ieu-b-4841	EUR	-47.0777	GBR	EUR
HG00236	HG00236	ieu-b-4841	EUR	-14.6896	GBR	EUR
HG00237	HG00237	ieu-b-4841	EUR	340.163	GBR	EUR
HG00238	HG00238	ieu-b-4841	EUR	387.342	GBR	EUR
HG00239	HG00239	ieu-b-4841	EUR	-335.408	GBR	EUR
HG00240	HG00240	ieu-b-4841	EUR	328.89	GBR	EUR
HG00242	HG00242	ieu-b-4841	EUR	81.4947	GBR	EUR
HG00243	HG00243	ieu-b-4841	EUR	-268.557	GBR	EUR
HG00244	HG00244	ieu-b-4841	EUR	84.4917	GBR	EUR
HG00245	HG00245	ieu-b-4841	EUR	-121.422	GBR	EUR
HG00246	HG00246	ieu-b-4841	EUR	16.2485	GBR	EUR
HG00250	HG00250	ieu-b-4841	EUR	-36.0289	GBR	EUR
HG00251	HG00251	ieu-b-4841	EUR	37.029	GBR	EUR
HG00252	HG00252	ieu-b-4841	EUR	-13.4694	GBR	EUR
HG00253	HG00253	ieu-b-4841	EUR	-279.361	GBR	EUR
HG00254	HG00254	ieu-b-4841	EUR	179.562	GBR	EUR
HG00255	HG00255	ieu-b-4841	EUR	-41.0515	GBR	EUR
HG00256	HG00256	ieu-b-4841	EUR	58.2364	GBR	EUR
HG00257	HG00257	ieu-b-4841	EUR	192.501	GBR	EUR
HG00258	HG00258	ieu-b-4841	EUR	-16.8974	GBR	EUR
HG00259	HG00259	ieu-b-4841	EUR	288.161	GBR	EUR
HG00260	HG00260	ieu-b-4841	EUR	535.407	GBR	EUR
HG00261	HG00261	ieu-b-4841	EUR	481.472	GBR	EUR
HG00262	HG00262	ieu-b-4841	EUR	107.351	GBR	EUR
HG00263	HG00263	ieu-b-4841	EUR	159.426	GBR	EUR
HG00264	HG00264	ieu-b-4841	EUR	134.395	GBR	EUR
HG00265	HG00265	ieu-b-4841	EUR	391.051	GBR	EUR
HG00266	HG00266	ieu-b-4841	EUR	463.097	FIN	EUR
HG00267	HG00267	ieu-b-4841	EUR	107.227	FIN	EUR
HG00268	HG00268	ieu-b-4841	EUR	95.5316	FIN	EUR
HG00269	HG00269	ieu-b-4841	EUR	-28.4986	FIN	EUR
HG00271	HG00271	ieu-b-4841	EUR	426.822	FIN	EUR
