FID	IID	Trait	Pop	PGS		
HG00272	HG00272	ieu-b-4841	EUR	245.084	FIN	EUR
HG00273	HG00273	ieu-b-4841	EUR	349.954	FIN	EUR
HG00274	HG00274	ieu-b-4841	EUR	494.775	FIN	EUR
HG00275	HG00275	ieu-b-4841	EUR	282.006	FIN	EUR
HG00276	HG00276	ieu-b-4841	EUR	-31.4635	FIN	EUR
HG00277	HG00277	ieu-b-4841	EUR	-37.9204	FIN	EUR
HG00278	HG00278	ieu-b-4841	EUR	137.455	FIN	EUR
HG00280	HG00280	ieu-b-4841	EUR	321.639	FIN	EUR
HG00281	HG00281	ieu-b-4841	EUR	241.112	FIN	EUR
HG00282	HG00282	ieu-b-4841	EUR	28.0362	FIN	EUR
HG00284	HG00284	ieu-b-4841	EUR	400.826	FIN	EUR
HG00285	HG00285	ieu-b-4841	EUR	220.583	FIN	EUR
HG00288	HG00288	ieu-b-4841	EUR	280.116	FIN	EUR
HG00290	HG00290	ieu-b-4841	EUR	287.243	FIN	EUR
HG00304	HG00304	ieu-b-4841	EUR	81.6662	FIN	EUR
HG00306	HG00306	ieu-b-4841	EUR	521.609	FIN	EUR
HG00308	HG00308	ieu-b-4841	EUR	61.3772	FIN	EUR
HG00309	HG00309	ieu-b-4841	EUR	433.137	FIN	EUR
HG00310	HG00310	ieu-b-4841	EUR	252.179	FIN	EUR
HG00311	HG00311	ieu-b-4841	EUR	189.65	FIN	EUR
HG00313	HG00313	ieu-b-4841	EUR	-43.2721	FIN	EUR
HG00315	HG00315	ieu-b-4841	EUR	598.065	FIN	EUR
HG00318	HG00318	ieu-b-4841	EUR	50.0666	FIN	EUR
HG00319	HG00319	ieu-b-4841	EUR	444.128	FIN	EUR
HG00320	HG00320	ieu-b-4841	EUR	428.85	FIN	EUR
HG00321	HG00321	ieu-b-4841	EUR	292.327	FIN	EUR
HG00323	HG00323	ieu-b-4841	EUR	56.6087	FIN	EUR
HG00324	HG00324	ieu-b-4841	EUR	101.988	FIN	EUR
HG00325	HG00325	ieu-b-4841	EUR	67.4022	FIN	EUR
HG00326	HG00326	ieu-b-4841	EUR	464.51	FIN	EUR
HG00327	HG00327	ieu-b-4841	EUR	549.176	FIN	EUR
HG00328	HG00328	ieu-b-4841	EUR	-80.9972	FIN	EUR
HG00329	HG00329	ieu-b-4841	EUR	-21.1878	FIN	EUR
HG00330	HG00330	ieu-b-4841	EUR	293.209	FIN	EUR
HG00331	HG00331	ieu-b-4841	EUR	-118.744	FIN	EUR
HG00332	HG00332	ieu-b-4841	EUR	175.291	FIN	EUR
HG00334	HG00334	ieu-b-4841	EUR	-156.947	FIN	EUR
HG00335	HG00335	ieu-b-4841	EUR	154.404	FIN	EUR
HG00336	HG00336	ieu-b-4841	EUR	242.413	FIN	EUR
HG00337	HG00337	ieu-b-4841	EUR	44.1159	FIN	EUR
HG00338	HG00338	ieu-b-4841	EUR	341.366	FIN	EUR
HG00339	HG00339	ieu-b-4841	EUR	186.83	FIN	EUR
HG00341	HG00341	ieu-b-4841	EUR	-62.4307	FIN	EUR
HG00342	HG00342	ieu-b-4841	EUR	155.103	FIN	EUR
HG00343	HG00343	ieu-b-4841	EUR	28.259	FIN	EUR
HG00344	HG00344	ieu-b-4841	EUR	121.055	FIN	EUR
HG00345	HG00345	ieu-b-4841	EUR	652.431	FIN	EUR
HG00346	HG00346	ieu-b-4841	EUR	65.4585	FIN	EUR
HG00349	HG00349	ieu-b-4841	EUR	194.774	FIN	EUR
HG00350	HG00350	ieu-b-4841	EUR	201.745	FIN	EUR
HG00351	HG00351	ieu-b-4841	EUR	185.763	FIN	EUR
HG00353	HG00353	ieu-b-4841	EUR	47.0181	FIN	EUR
HG00355	HG00355	ieu-b-4841	EUR	200.178	FIN	EUR
HG00356	HG00356	ieu-b-4841	EUR	392.584	FIN	EUR
HG00357	HG00357	ieu-b-4841	EUR	329.58	FIN	EUR
HG00358	HG00358	ieu-b-4841	EUR	173.832	FIN	EUR
HG00360	HG00360	ieu-b-4841	EUR	303.296	FIN	EUR
HG00361	HG00361	ieu-b-4841	EUR	22.242	FIN	EUR
HG00362	HG00362	ieu-b-4841	EUR	65.3998	FIN	EUR
HG00364	HG00364	ieu-b-4841	EUR	209.688	FIN	EUR
HG00365	HG00365	ieu-b-4841	EUR	210.955	FIN	EUR
HG00366	HG00366	ieu-b-4841	EUR	276.443	FIN	EUR
HG00367	HG00367	ieu-b-4841	EUR	-67.6929	FIN	EUR
HG00368	HG00368	ieu-b-4841	EUR	232.281	FIN	EUR
HG00369	HG00369	ieu-b-4841	EUR	-128.543	FIN	EUR
HG00371	HG00371	ieu-b-4841	EUR	86.8432	FIN	EUR
HG00372	HG00372	ieu-b-4841	EUR	88.6661	FIN	EUR
HG00373	HG00373	ieu-b-4841	EUR	288.788	FIN	EUR
HG00375	HG00375	ieu-b-4841	EUR	37.5582	FIN	EUR
HG00376	HG00376	ieu-b-4841	EUR	318.596	FIN	EUR
HG00378	HG00378	ieu-b-4841	EUR	266.724	FIN	EUR
HG00379	HG00379	ieu-b-4841	EUR	138.682	FIN	EUR
HG00380	HG00380	ieu-b-4841	EUR	216.606	FIN	EUR
HG00381	HG00381	ieu-b-4841	EUR	252.499	FIN	EUR
HG00382	HG00382	ieu-b-4841	EUR	133.644	FIN	EUR
HG00383	HG00383	ieu-b-4841	EUR	-4.29284	FIN	EUR
HG00384	HG00384	ieu-b-4841	EUR	72.0596	FIN	EUR
HG01334	HG01334	ieu-b-4841	EUR	475.926	GBR	EUR
HG01500	HG01500	ieu-b-4841	EUR	228.814	IBS	EUR
HG01501	HG01501	ieu-b-4841	EUR	0.360564	IBS	EUR
HG01503	HG01503	ieu-b-4841	EUR	-7.3728	IBS	EUR
HG01504	HG01504	ieu-b-4841	EUR	352.766	IBS	EUR
HG01506	HG01506	ieu-b-4841	EUR	278.316	IBS	EUR
HG01507	HG01507	ieu-b-4841	EUR	291.931	IBS	EUR
HG01509	HG01509	ieu-b-4841	EUR	174.239	IBS	EUR
HG01510	HG01510	ieu-b-4841	EUR	89.4377	IBS	EUR
HG01512	HG01512	ieu-b-4841	EUR	106.78	IBS	EUR
HG01513	HG01513	ieu-b-4841	EUR	-32.2516	IBS	EUR
HG01515	HG01515	ieu-b-4841	EUR	-262.976	IBS	EUR
HG01516	HG01516	ieu-b-4841	EUR	-186.932	IBS	EUR
HG01518	HG01518	ieu-b-4841	EUR	434.346	IBS	EUR
HG01519	HG01519	ieu-b-4841	EUR	61.9741	IBS	EUR
HG01521	HG01521	ieu-b-4841	EUR	-230.426	IBS	EUR
HG01522	HG01522	ieu-b-4841	EUR	-74.1904	IBS	EUR
HG01524	HG01524	ieu-b-4841	EUR	-74.666	IBS	EUR
HG01525	HG01525	ieu-b-4841	EUR	184.401	IBS	EUR
HG01527	HG01527	ieu-b-4841	EUR	110.962	IBS	EUR
HG01528	HG01528	ieu-b-4841	EUR	217.126	IBS	EUR
HG01530	HG01530	ieu-b-4841	EUR	280.292	IBS	EUR
HG01531	HG01531	ieu-b-4841	EUR	-49.875	IBS	EUR
HG01536	HG01536	ieu-b-4841	EUR	211.108	IBS	EUR
HG01537	HG01537	ieu-b-4841	EUR	160.938	IBS	EUR
HG01602	HG01602	ieu-b-4841	EUR	34.154	IBS	EUR
HG01603	HG01603	ieu-b-4841	EUR	339.978	IBS	EUR
HG01605	HG01605	ieu-b-4841	EUR	-104.53	IBS	EUR
HG01606	HG01606	ieu-b-4841	EUR	174.722	IBS	EUR
HG01607	HG01607	ieu-b-4841	EUR	-101.305	IBS	EUR
HG01608	HG01608	ieu-b-4841	EUR	37.6318	IBS	EUR
HG01610	HG01610	ieu-b-4841	EUR	-312.929	IBS	EUR
HG01612	HG01612	ieu-b-4841	EUR	35.2837	IBS	EUR
HG01613	HG01613	ieu-b-4841	EUR	117.645	IBS	EUR
HG01615	HG01615	ieu-b-4841	EUR	155.295	IBS	EUR
HG01617	HG01617	ieu-b-4841	EUR	18.5212	IBS	EUR
HG01618	HG01618	ieu-b-4841	EUR	-3.49054	IBS	EUR
HG01619	HG01619	ieu-b-4841	EUR	-9.85253	IBS	EUR
HG01620	HG01620	ieu-b-4841	EUR	-20.5665	IBS	EUR
HG01623	HG01623	ieu-b-4841	EUR	266.411	IBS	EUR
HG01624	HG01624	ieu-b-4841	EUR	326.29	IBS	EUR
HG01625	HG01625	ieu-b-4841	EUR	4.57402	IBS	EUR
HG01626	HG01626	ieu-b-4841	EUR	106.094	IBS	EUR
HG01628	HG01628	ieu-b-4841	EUR	448.98	IBS	EUR
HG01630	HG01630	ieu-b-4841	EUR	-144.642	IBS	EUR
HG01631	HG01631	ieu-b-4841	EUR	164.044	IBS	EUR
HG01632	HG01632	ieu-b-4841	EUR	-374.174	IBS	EUR
HG01668	HG01668	ieu-b-4841	EUR	7.89941	IBS	EUR
HG01669	HG01669	ieu-b-4841	EUR	-117.628	IBS	EUR
HG01670	HG01670	ieu-b-4841	EUR	-303.904	IBS	EUR
HG01672	HG01672	ieu-b-4841	EUR	98.5527	IBS	EUR
HG01673	HG01673	ieu-b-4841	EUR	-53.6184	IBS	EUR
HG01675	HG01675	ieu-b-4841	EUR	262.294	IBS	EUR
HG01676	HG01676	ieu-b-4841	EUR	174.236	IBS	EUR
HG01678	HG01678	ieu-b-4841	EUR	381.744	IBS	EUR
HG01679	HG01679	ieu-b-4841	EUR	-75.2311	IBS	EUR
HG01680	HG01680	ieu-b-4841	EUR	183.874	IBS	EUR
HG01682	HG01682	ieu-b-4841	EUR	-12.6007	IBS	EUR
HG01684	HG01684	ieu-b-4841	EUR	42.7851	IBS	EUR
HG01685	HG01685	ieu-b-4841	EUR	174.98	IBS	EUR
HG01686	HG01686	ieu-b-4841	EUR	102.954	IBS	EUR
HG01694	HG01694	ieu-b-4841	EUR	-9.79415	IBS	EUR
HG01695	HG01695	ieu-b-4841	EUR	468.655	IBS	EUR
HG01697	HG01697	ieu-b-4841	EUR	-41.477	IBS	EUR
HG01699	HG01699	ieu-b-4841	EUR	90.9781	IBS	EUR
HG01700	HG01700	ieu-b-4841	EUR	28.0499	IBS	EUR
HG01702	HG01702	ieu-b-4841	EUR	130.561	IBS	EUR
HG01704	HG01704	ieu-b-4841	EUR	135.878	IBS	EUR
HG01705	HG01705	ieu-b-4841	EUR	137.308	IBS	EUR
HG01707	HG01707	ieu-b-4841	EUR	55.839	IBS	EUR
HG01708	HG01708	ieu-b-4841	EUR	-66.097	IBS	EUR
HG01709	HG01709	ieu-b-4841	EUR	-269.56	IBS	EUR
HG01710	HG01710	ieu-b-4841	EUR	14.5216	IBS	EUR
HG01746	HG01746	ieu-b-4841	EUR	39.5132	IBS	EUR
HG01747	HG01747	ieu-b-4841	EUR	-244.954	IBS	EUR
HG01756	HG01756	ieu-b-4841	EUR	-36.7181	IBS	EUR
HG01757	HG01757	ieu-b-4841	EUR	324.801	IBS	EUR
HG01761	HG01761	ieu-b-4841	EUR	330.104	IBS	EUR
HG01762	HG01762	ieu-b-4841	EUR	341.239	IBS	EUR
HG01765	HG01765	ieu-b-4841	EUR	207.492	IBS	EUR
HG01766	HG01766	ieu-b-4841	EUR	244.163	IBS	EUR
HG01767	HG01767	ieu-b-4841	EUR	-114.819	IBS	EUR
HG01768	HG01768	ieu-b-4841	EUR	234.879	IBS	EUR
HG01770	HG01770	ieu-b-4841	EUR	-232.222	IBS	EUR
HG01771	HG01771	ieu-b-4841	EUR	22.8525	IBS	EUR
HG01773	HG01773	ieu-b-4841	EUR	216.005	IBS	EUR
HG01775	HG01775	ieu-b-4841	EUR	-179.061	IBS	EUR
HG01776	HG01776	ieu-b-4841	EUR	51.2973	IBS	EUR
HG01777	HG01777	ieu-b-4841	EUR	60.4859	IBS	EUR
HG01779	HG01779	ieu-b-4841	EUR	403.49	IBS	EUR
HG01781	HG01781	ieu-b-4841	EUR	-170.483	IBS	EUR
HG01783	HG01783	ieu-b-4841	EUR	-9.91959	IBS	EUR
HG01784	HG01784	ieu-b-4841	EUR	94.9537	IBS	EUR
HG01785	HG01785	ieu-b-4841	EUR	-143.705	IBS	EUR
HG01786	HG01786	ieu-b-4841	EUR	183.243	IBS	EUR
HG01789	HG01789	ieu-b-4841	EUR	140.18	GBR	EUR
HG01790	HG01790	ieu-b-4841	EUR	78.5671	GBR	EUR
HG01791	HG01791	ieu-b-4841	EUR	-19.0894	GBR	EUR
HG02215	HG02215	ieu-b-4841	EUR	56.059	GBR	EUR
HG02219	HG02219	ieu-b-4841	EUR	-164.851	IBS	EUR
HG02220	HG02220	ieu-b-4841	EUR	156.306	IBS	EUR
HG02221	HG02221	ieu-b-4841	EUR	75.3708	IBS	EUR
HG02223	HG02223	ieu-b-4841	EUR	161.43	IBS	EUR
HG02224	HG02224	ieu-b-4841	EUR	178.289	IBS	EUR
HG02230	HG02230	ieu-b-4841	EUR	371.451	IBS	EUR
HG02231	HG02231	ieu-b-4841	EUR	307.736	IBS	EUR
HG02232	HG02232	ieu-b-4841	EUR	-244.003	IBS	EUR
HG02233	HG02233	ieu-b-4841	EUR	-57.5456	IBS	EUR
HG02235	HG02235	ieu-b-4841	EUR	184.947	IBS	EUR
HG02236	HG02236	ieu-b-4841	EUR	-31.26	IBS	EUR
HG02238	HG02238	ieu-b-4841	EUR	-160.955	IBS	EUR
HG02239	HG02239	ieu-b-4841	EUR	116.247	IBS	EUR
NA06984	NA06984	ieu-b-4841	EUR	278.382	CEU	EUR
NA06985	NA06985	ieu-b-4841	EUR	305.688	CEU	EUR
NA06986	NA06986	ieu-b-4841	EUR	228.432	CEU	EUR
NA06989	NA06989	ieu-b-4841	EUR	-48.5603	CEU	EUR
NA06994	NA06994	ieu-b-4841	EUR	422.082	CEU	EUR
NA07000	NA07000	ieu-b-4841	EUR	-168.584	CEU	EUR
NA07037	NA07037	ieu-b-4841	EUR	259.127	CEU	EUR
NA07048	NA07048	ieu-b-4841	EUR	-45.8186	CEU	EUR
NA07051	NA07051	ieu-b-4841	EUR	229.242	CEU	EUR
NA07056	NA07056	ieu-b-4841	EUR	152.451	CEU	EUR
NA07347	NA07347	ieu-b-4841	EUR	31.9831	CEU	EUR
NA07357	NA07357	ieu-b-4841	EUR	373.521	CEU	EUR
NA10847	NA10847	ieu-b-4841	EUR	-9.36617	CEU	EUR
NA10851	NA10851	ieu-b-4841	EUR	209.495	CEU	EUR
NA11829	NA11829	ieu-b-4841	EUR	159.466	CEU	EUR
NA11830	NA11830	ieu-b-4841	EUR	71.9616	CEU	EUR
NA11831	NA11831	ieu-b-4841	EUR	-105.659	CEU	EUR
NA11832	NA11832	ieu-b-4841	EUR	461.165	CEU	EUR
NA11840	NA11840	ieu-b-4841	EUR	-48.5502	CEU	EUR
NA11843	NA11843	ieu-b-4841	EUR	376.418	CEU	EUR
NA11881	NA11881	ieu-b-4841	EUR	52.4544	CEU	EUR
NA11892	NA11892	ieu-b-4841	EUR	132.442	CEU	EUR
NA11893	NA11893	ieu-b-4841	EUR	-48.5769	CEU	EUR
NA11894	NA11894	ieu-b-4841	EUR	186.015	CEU	EUR
NA11918	NA11918	ieu-b-4841	EUR	118.272	CEU	EUR
NA11919	NA11919	ieu-b-4841	EUR	178.618	CEU	EUR
NA11920	NA11920	ieu-b-4841	EUR	43.014	CEU	EUR
NA11930	NA11930	ieu-b-4841	EUR	-78.7735	CEU	EUR
NA11931	NA11931	ieu-b-4841	EUR	-94.7652	CEU	EUR
NA11932	NA11932	ieu-b-4841	EUR	-161.673	CEU	EUR
NA11933	NA11933	ieu-b-4841	EUR	-11.2304	CEU	EUR
NA11992	NA11992	ieu-b-4841	EUR	163.607	CEU	EUR
NA11994	NA11994	ieu-b-4841	EUR	185.484	CEU	EUR
NA11995	NA11995	ieu-b-4841	EUR	173.351	CEU	EUR
NA12003	NA12003	ieu-b-4841	EUR	217.396	CEU	EUR
NA12004	NA12004	ieu-b-4841	EUR	-28.5032	CEU	EUR
NA12005	NA12005	ieu-b-4841	EUR	59.3984	CEU	EUR
NA12006	NA12006	ieu-b-4841	EUR	-130.721	CEU	EUR
NA12043	NA12043	ieu-b-4841	EUR	434.806	CEU	EUR
NA12044	NA12044	ieu-b-4841	EUR	335.829	CEU	EUR
NA12045	NA12045	ieu-b-4841	EUR	30.1457	CEU	EUR
NA12046	NA12046	ieu-b-4841	EUR	51.3445	CEU	EUR
NA12058	NA12058	ieu-b-4841	EUR	1.92703	CEU	EUR
NA12144	NA12144	ieu-b-4841	EUR	159.312	CEU	EUR
NA12154	NA12154	ieu-b-4841	EUR	365.408	CEU	EUR
NA12155	NA12155	ieu-b-4841	EUR	138.028	CEU	EUR
NA12156	NA12156	ieu-b-4841	EUR	-142.268	CEU	EUR
NA12234	NA12234	ieu-b-4841	EUR	76.8778	CEU	EUR
NA12249	NA12249	ieu-b-4841	EUR	84.8153	CEU	EUR
NA12272	NA12272	ieu-b-4841	EUR	25.8534	CEU	EUR
NA12273	NA12273	ieu-b-4841	EUR	47.9233	CEU	EUR
NA12275	NA12275	ieu-b-4841	EUR	-131.662	CEU	EUR
NA12282	NA12282	ieu-b-4841	EUR	-88.6239	CEU	EUR
NA12283	NA12283	ieu-b-4841	EUR	-38.9517	CEU	EUR
NA12286	NA12286	ieu-b-4841	EUR	117.809	CEU	EUR
NA12287	NA12287	ieu-b-4841	EUR	94.2693	CEU	EUR
NA12340	NA12340	ieu-b-4841	EUR	-1.38577	CEU	EUR
NA12341	NA12341	ieu-b-4841	EUR	-119.969	CEU	EUR
NA12342	NA12342	ieu-b-4841	EUR	423.311	CEU	EUR
NA12347	NA12347	ieu-b-4841	EUR	174.244	CEU	EUR
NA12348	NA12348	ieu-b-4841	EUR	123.606	CEU	EUR
NA12383	NA12383	ieu-b-4841	EUR	-172.545	CEU	EUR
NA12399	NA12399	ieu-b-4841	EUR	-81.8089	CEU	EUR
NA12400	NA12400	ieu-b-4841	EUR	307.482	CEU	EUR
NA12413	NA12413	ieu-b-4841	EUR	-169.516	CEU	EUR
NA12414	NA12414	ieu-b-4841	EUR	209.717	CEU	EUR
NA12489	NA12489	ieu-b-4841	EUR	-140.585	CEU	EUR
NA12546	NA12546	ieu-b-4841	EUR	163.235	CEU	EUR
NA12716	NA12716	ieu-b-4841	EUR	278.159	CEU	EUR
NA12717	NA12717	ieu-b-4841	EUR	308.973	CEU	EUR
NA12718	NA12718	ieu-b-4841	EUR	2.77164	CEU	EUR
NA12748	NA12748	ieu-b-4841	EUR	-21.0199	CEU	EUR
NA12749	NA12749	ieu-b-4841	EUR	144.312	CEU	EUR
NA12750	NA12750	ieu-b-4841	EUR	150.516	CEU	EUR
NA12751	NA12751	ieu-b-4841	EUR	-15.0858	CEU	EUR
NA12760	NA12760	ieu-b-4841	EUR	322.024	CEU	EUR
NA12761	NA12761	ieu-b-4841	EUR	152.195	CEU	EUR
NA12762	NA12762	ieu-b-4841	EUR	-71.3479	CEU	EUR
NA12763	NA12763	ieu-b-4841	EUR	34.1608	CEU	EUR
NA12775	NA12775	ieu-b-4841	EUR	-6.45972	CEU	EUR
NA12776	NA12776	ieu-b-4841	EUR	187.546	CEU	EUR
NA12777	NA12777	ieu-b-4841	EUR	124.263	CEU	EUR
NA12778	NA12778	ieu-b-4841	EUR	219.418	CEU	EUR
NA12812	NA12812	ieu-b-4841	EUR	245.124	CEU	EUR
NA12813	NA12813	ieu-b-4841	EUR	-125.289	CEU	EUR
NA12814	NA12814	ieu-b-4841	EUR	24.6506	CEU	EUR
NA12815	NA12815	ieu-b-4841	EUR	161.298	CEU	EUR
NA12827	NA12827	ieu-b-4841	EUR	474.804	CEU	EUR
NA12828	NA12828	ieu-b-4841	EUR	-146.828	CEU	EUR
NA12829	NA12829	ieu-b-4841	EUR	-263.452	CEU	EUR
NA12830	NA12830	ieu-b-4841	EUR	180.244	CEU	EUR
NA12842	NA12842	ieu-b-4841	EUR	231.843	CEU	EUR
NA12843	NA12843	ieu-b-4841	EUR	103.457	CEU	EUR
NA12872	NA12872	ieu-b-4841	EUR	52.0015	CEU	EUR
NA12873	NA12873	ieu-b-4841	EUR	241.358	CEU	EUR
NA12874	NA12874	ieu-b-4841	EUR	196.443	CEU	EUR
NA12878	NA12878	ieu-b-4841	EUR	450.481	CEU	EUR
NA12889	NA12889	ieu-b-4841	EUR	-452.079	CEU	EUR
NA12890	NA12890	ieu-b-4841	EUR	-409.96	CEU	EUR
NA20502	NA20502	ieu-b-4841	EUR	-333.166	TSI	EUR
NA20503	NA20503	ieu-b-4841	EUR	326.644	TSI	EUR
NA20504	NA20504	ieu-b-4841	EUR	100.592	TSI	EUR
NA20505	NA20505	ieu-b-4841	EUR	31.7145	TSI	EUR
NA20506	NA20506	ieu-b-4841	EUR	178.923	TSI	EUR
NA20507	NA20507	ieu-b-4841	EUR	-58.68	TSI	EUR
NA20508	NA20508	ieu-b-4841	EUR	176.573	TSI	EUR
NA20509	NA20509	ieu-b-4841	EUR	-128.383	TSI	EUR
NA20510	NA20510	ieu-b-4841	EUR	286.134	TSI	EUR
NA20511	NA20511	ieu-b-4841	EUR	-45.7373	TSI	EUR
NA20512	NA20512	ieu-b-4841	EUR	-69.6983	TSI	EUR
NA20513	NA20513	ieu-b-4841	EUR	210.911	TSI	EUR
NA20514	NA20514	ieu-b-4841	EUR	-289.162	TSI	EUR
NA20515	NA20515	ieu-b-4841	EUR	138.836	TSI	EUR
NA20516	NA20516	ieu-b-4841	EUR	-190.191	TSI	EUR
NA20517	NA20517	ieu-b-4841	EUR	413.56	TSI	EUR
NA20518	NA20518	ieu-b-4841	EUR	-173.739	TSI	EUR
NA20519	NA20519	ieu-b-4841	EUR	-225.309	TSI	EUR
NA20520	NA20520	ieu-b-4841	EUR	-37.4206	TSI	EUR
NA20521	NA20521	ieu-b-4841	EUR	101.243	TSI	EUR
NA20522	NA20522	ieu-b-4841	EUR	-15.4046	TSI	EUR
NA20524	NA20524	ieu-b-4841	EUR	-190.788	TSI	EUR
NA20525	NA20525	ieu-b-4841	EUR	164.548	TSI	EUR
NA20527	NA20527	ieu-b-4841	EUR	-61.4842	TSI	EUR
NA20528	NA20528	ieu-b-4841	EUR	-314.216	TSI	EUR
NA20529	NA20529	ieu-b-4841	EUR	-138.182	TSI	EUR
NA20530	NA20530	ieu-b-4841	EUR	28.3722	TSI	EUR
NA20531	NA20531	ieu-b-4841	EUR	-95.7008	TSI	EUR
NA20532	NA20532	ieu-b-4841	EUR	78.8125	TSI	EUR
NA20533	NA20533	ieu-b-4841	EUR	33.8055	TSI	EUR
NA20534	NA20534	ieu-b-4841	EUR	-39.2577	TSI	EUR
NA20535	NA20535	ieu-b-4841	EUR	-59.5292	TSI	EUR
NA20536	NA20536	ieu-b-4841	EUR	-70.0269	TSI	EUR
NA20538	NA20538	ieu-b-4841	EUR	-143.683	TSI	EUR
NA20539	NA20539	ieu-b-4841	EUR	73.4391	TSI	EUR
NA20540	NA20540	ieu-b-4841	EUR	-20.0689	TSI	EUR
NA20541	NA20541	ieu-b-4841	EUR	518.024	TSI	EUR
NA20542	NA20542	ieu-b-4841	EUR	53.4208	TSI	EUR
NA20543	NA20543	ieu-b-4841	EUR	477.797	TSI	EUR
NA20544	NA20544	ieu-b-4841	EUR	141.03	TSI	EUR
NA20581	NA20581	ieu-b-4841	EUR	280.454	TSI	EUR
NA20582	NA20582	ieu-b-4841	EUR	314.549	TSI	EUR
NA20585	NA20585	ieu-b-4841	EUR	-40.7863	TSI	EUR
NA20586	NA20586	ieu-b-4841	EUR	291.79	TSI	EUR
NA20587	NA20587	ieu-b-4841	EUR	-8.6777	TSI	EUR
NA20588	NA20588	ieu-b-4841	EUR	102.659	TSI	EUR
NA20589	NA20589	ieu-b-4841	EUR	408.951	TSI	EUR
NA20752	NA20752	ieu-b-4841	EUR	162.27	TSI	EUR
NA20753	NA20753	ieu-b-4841	EUR	75.5442	TSI	EUR
NA20754	NA20754	ieu-b-4841	EUR	-161.975	TSI	EUR
NA20755	NA20755	ieu-b-4841	EUR	-266.908	TSI	EUR
NA20756	NA20756	ieu-b-4841	EUR	371.555	TSI	EUR
NA20757	NA20757	ieu-b-4841	EUR	212.026	TSI	EUR
NA20758	NA20758	ieu-b-4841	EUR	-259.914	TSI	EUR
NA20759	NA20759	ieu-b-4841	EUR	-119.029	TSI	EUR
NA20760	NA20760	ieu-b-4841	EUR	41.4863	TSI	EUR
NA20761	NA20761	ieu-b-4841	EUR	-215.802	TSI	EUR
NA20762	NA20762	ieu-b-4841	EUR	297.145	TSI	EUR
NA20763	NA20763	ieu-b-4841	EUR	317.983	TSI	EUR
NA20764	NA20764	ieu-b-4841	EUR	-125.427	TSI	EUR
NA20765	NA20765	ieu-b-4841	EUR	-107.97	TSI	EUR
NA20766	NA20766	ieu-b-4841	EUR	252.251	TSI	EUR
NA20767	NA20767	ieu-b-4841	EUR	1.48499	TSI	EUR
NA20768	NA20768	ieu-b-4841	EUR	193.724	TSI	EUR
NA20769	NA20769	ieu-b-4841	EUR	-8.01063	TSI	EUR
NA20770	NA20770	ieu-b-4841	EUR	131.068	TSI	EUR
NA20771	NA20771	ieu-b-4841	EUR	162.353	TSI	EUR
NA20772	NA20772	ieu-b-4841	EUR	-179.6	TSI	EUR
NA20773	NA20773	ieu-b-4841	EUR	36.533	TSI	EUR
NA20774	NA20774	ieu-b-4841	EUR	68.5091	TSI	EUR
NA20775	NA20775	ieu-b-4841	EUR	-129.643	TSI	EUR
NA20778	NA20778	ieu-b-4841	EUR	-390.738	TSI	EUR
NA20783	NA20783	ieu-b-4841	EUR	51.0864	TSI	EUR
NA20785	NA20785	ieu-b-4841	EUR	-73.0975	TSI	EUR
NA20786	NA20786	ieu-b-4841	EUR	39.7249	TSI	EUR
NA20787	NA20787	ieu-b-4841	EUR	70.5422	TSI	EUR
NA20790	NA20790	ieu-b-4841	EUR	-185.891	TSI	EUR
NA20792	NA20792	ieu-b-4841	EUR	67.5814	TSI	EUR
NA20795	NA20795	ieu-b-4841	EUR	120.816	TSI	EUR
NA20796	NA20796	ieu-b-4841	EUR	-136.534	TSI	EUR
NA20797	NA20797	ieu-b-4841	EUR	-104.593	TSI	EUR
NA20798	NA20798	ieu-b-4841	EUR	21.9029	TSI	EUR
NA20799	NA20799	ieu-b-4841	EUR	-6.41192	TSI	EUR
NA20800	NA20800	ieu-b-4841	EUR	332.249	TSI	EUR
NA20801	NA20801	ieu-b-4841	EUR	152.757	TSI	EUR
NA20802	NA20802	ieu-b-4841	EUR	78.486	TSI	EUR
NA20803	NA20803	ieu-b-4841	EUR	191.5	TSI	EUR
NA20804	NA20804	ieu-b-4841	EUR	347.8	TSI	EUR
NA20805	NA20805	ieu-b-4841	EUR	200.163	TSI	EUR
NA20806	NA20806	ieu-b-4841	EUR	-235.437	TSI	EUR
NA20807	NA20807	ieu-b-4841	EUR	-173.599	TSI	EUR
NA20808	NA20808	ieu-b-4841	EUR	109.352	TSI	EUR
NA20809	NA20809	ieu-b-4841	EUR	92.871	TSI	EUR
NA20810	NA20810	ieu-b-4841	EUR	-143.176	TSI	EUR
NA20811	NA20811	ieu-b-4841	EUR	-118.118	TSI	EUR
NA20812	NA20812	ieu-b-4841	EUR	274.074	TSI	EUR
NA20813	NA20813	ieu-b-4841	EUR	57.3889	TSI	EUR
NA20814	NA20814	ieu-b-4841	EUR	-98.3837	TSI	EUR
NA20815	NA20815	ieu-b-4841	EUR	189.818	TSI	EUR
NA20818	NA20818	ieu-b-4841	EUR	249.131	TSI	EUR
NA20819	NA20819	ieu-b-4841	EUR	296.117	TSI	EUR
NA20821	NA20821	ieu-b-4841	EUR	328.07	TSI	EUR
NA20822	NA20822	ieu-b-4841	EUR	-6.79151	TSI	EUR
NA20826	NA20826	ieu-b-4841	EUR	111.321	TSI	EUR
